run_id,target_id,detection_id,class_name,class_id,confidence,weed_bbox_area_px2,weed_mask_area_px2,x_target_mm,y_target_mm,z_target_mm,cell_id,cell_row,cell_col,cell_center_x_mm,cell_center_y_mm,distance_from_cell_center_mm,radius_from_survey_mm,angle_from_survey_deg,ring_index,axis_label,quadrant_label,was_selected_by_trial_filter,selection_reason,x_commanded_mm,y_commanded_mm,x_final_mm,y_final_mm,position_error_mm,travel_distance_mm,travel_time_s,reid_time_s,fine_align_time_s,pd_time_s,fire_time_s,per_target_total_time_s,per_target_treatment_time_s,pd_iterations,pd_converged,fired,fine_align_reid_yolo_time_s,fine_align_reid_total_time_s,fine_align_pd_lk_time_s,final_snap_time_s,fine_align_snap_used,fine_align_snap_move_px,reid_ok,reid_error,reid_filter_mode,reid_left_count,reid_right_count,reid_match_count,reid_expected_cls,reid_point_mode,reid_burst_count,reid_chosen,reid_chosen_pd_err_px,reid_chosen_tri_dist_mm,reid_chosen_geo_score,reid_reject_crop,reid_reject_duplicate,reid_reject_pd,reid_reject_epipolar,reid_reject_max_tri_dist,reid_timing_total_s,reid_timing_yolo_s,reid_timing_match_s,hit_success,false_positive,missed,status,notes
20260506_110741,15,15,,1,0.9091552734375,2340.321,,365.8685619797932,151.42475091084165,,r1_c6,1,6,390.0,126.0,35.053,165.875,0.492,3,horizontal,center_axis,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
20260506_110757,1,1,,1,0.9408203125,1955.588,,18.66243633087895,117.05123064116229,,r1_c0,1,0,30.0,126.0,14.444,184.307,-169.702,3,horizontal,center_axis,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
20260506_110757,2,2,,1,0.9580810546875,2277.826,,27.72963928347304,205.98800861664438,,r2_c0,2,0,30.0,210.0,4.61,181.14,161.996,3,off_axis,upper_left,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
20260506_110757,3,3,,1,0.9056589226973685,2385.897,,90.2379667167775,279.5385316526686,,r3_c1,3,1,90.0,294.0,14.463,169.788,130.276,2,diagonal,upper_left,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
20260506_110757,4,4,,1,0.951806640625,1927.409,,92.00278176051832,48.482266559968885,,r0_c1,0,1,90.0,42.0,6.785,148.22,-136.771,2,off_axis,lower_left,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
20260506_110757,5,5,,1,0.9208984375,2232.404,,143.65155817014977,135.76356217522317,,r1_c2,1,2,150.0,126.0,11.646,58.119,-165.821,1,horizontal,center_axis,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
20260506_110757,6,6,,1,0.9187255859375,1488.766,,146.49621602460687,210.40988794967416,,r2_c2,2,2,150.0,210.0,3.528,80.697,131.531,1,diagonal,upper_left,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
20260506_110757,7,7,,1,0.9109130859375,2495.256,,199.9387776802518,294.1202101912249,,r3_c3,3,3,210.0,294.0,10.062,144.12,90.024,2,vertical,center_axis,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
20260506_110757,8,8,,1,0.826171875,2146.652,,200.09507201073097,34.97526781956748,,r0_c3,0,3,210.0,42.0,12.143,115.025,-89.953,1,vertical,center_axis,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
20260506_110757,9,9,,1,0.9443603515625,2698.405,,252.10757443656507,136.70245492096666,,r1_c4,1,4,270.0,126.0,20.849,53.778,-14.316,1,horizontal,center_axis,True,inside_selected_cell,252.10757443656507,136.70245492096666,252.113,137.525,,81.99,0.894,1.357435,1.204188,2.587,2.006,5.489,5.462,,True,True,0.284867,1.357435,1.204188,0.0,False,,True,,geometry,1,2,1,1,box_center,10,True,5.024937810560445,6.456282894834704,0.5,0,0,0,0,0,1.357435,0.284867,0.000438,,,,locked_fired,
