run_id,trial_id,trial_type,layout_type,workspace_width_mm,workspace_height_mm,workspace_area_mm2,expected_weed_count,expected_kale_count,expected_total_plants,num_detections_left,num_detections_right,num_stereo_matches,num_targets_planned,num_targets_attempted,num_targets_fired,num_targets_hit,num_weeds_missed,num_false_positives,survey_time_s,detection_time_s,stereo_matching_time_s,triangulation_time_s,planning_time_s,total_travel_time_s,total_pd_time_s,total_fire_time_s,total_state_overhead_time_s,total_run_time_s,planned_path_length_mm,actual_path_length_mm,area_rate_mm2_per_s,area_rate_m2_per_min,weeds_per_min,run_status,notes
20260502_125416,,timing,grid,450.0,440.0,198000.0,0,0,0,8,3,3,3,3,0,,,,1.749,3.768,4.298944,0.667096,0.769617,0.002181,,0.001,0.001,0.0,3.752,0.796,0.71,0.0,0.0,0.0,0.0,2.029,100,0,,7.15,446.91,,27692.308,1.6615,0.0,complete,,True,3.889073,0.407555,640,3,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_002_20260502_125416,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_002_20260502_125416/manifest.jsonl,100,7.152,0.669407,0.0,1.078593,7e-06,box_center,10
20260502_125555,,timing,grid,450.0,440.0,198000.0,0,0,0,2,2,0,0,0,0,,,,1.642,3.193,4.139633,0.662416,0.711377,0.000953,,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.116,50,0,,3.586,,,55214.724,3.3129,0.0,complete,,True,3.74519,0.394174,640,3,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_003_20260502_125555,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_003_20260502_125555/manifest.jsonl,50,3.589,0.665,0.0,0.976299,6e-06,box_center,10
20260502_125705,,timing,grid,450.0,440.0,198000.0,0,0,0,6,3,3,3,3,0,,,,1.727,3.217,4.057994,0.666441,0.775511,0.001999,,0.002,0.001,0.0,4.302,0.957,0.84,0.0,0.0,0.0,0.0,2.357,111,0,,7.795,511.17,,25400.898,1.5241,0.0,complete,,True,3.666828,0.390026,640,3,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_004_20260502_125705,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_004_20260502_125705/manifest.jsonl,111,7.799,0.669209,0.0,1.056349,8e-06,box_center,10
20260502_125849,,timing,grid,450.0,440.0,198000.0,0,0,0,4,2,2,2,2,0,,,,2.27,3.256,3.991258,0.664011,0.71041,0.00116,,0.001,0.001,0.0,3.174,0.77,0.691,0.0,0.0,0.0,0.0,2.243,109,0,,7.599,421.52,,26056.06,1.5634,0.0,complete,,True,3.599939,0.390165,640,3,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_005_20260502_125849,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_005_20260502_125849/manifest.jsonl,109,7.601,0.666225,0.0,0.966721,7e-06,box_center,10
20260502_130054,,timing,grid,450.0,440.0,198000.0,0,0,0,8,2,2,2,2,0,,,,2.299,3.387,4.311578,0.662636,0.740797,0.001818,,0.001,0.002,0.0,3.23,0.755,0.689,0.0,0.0,0.0,0.0,2.114,110,0,,7.666,423.15,,25828.333,1.5497,0.0,complete,,True,3.903756,0.407567,640,3,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_006_20260502_130054,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_006_20260502_130054/manifest.jsonl,110,7.669,0.666926,0.0,1.041686,6e-06,box_center,10
20260502_130227,,timing,grid,450.0,440.0,198000.0,0,0,0,3,2,2,2,2,0,,,,2.232,3.407,4.469626,0.662096,0.719389,0.000989,,0.001,0.002,0.0,3.227,0.751,0.692,0.0,0.0,0.0,0.0,2.272,109,0,,7.598,428.95,,26059.489,1.5636,0.0,complete,,True,4.06453,0.402786,640,3,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_007_20260502_130227,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_007_20260502_130227/manifest.jsonl,109,7.601,0.665507,0.0,0.983518,8e-06,box_center,10
20260502_130541,,timing,grid,450.0,440.0,198000.0,0,0,0,6,0,0,0,0,0,,,,2.297,3.19,4.135884,0.666429,0.739781,0.001584,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,2.3,,,86086.957,5.1652,0.0,complete,,True,3.735711,0.399949,640,3,0.668394,0.0,0.97883,9e-06,box_center,10
20260502_130611,,timing,grid,450.0,440.0,198000.0,0,0,0,3,4,2,2,2,0,,,,2.278,4.083,4.23331,0.666156,0.723439,0.001385,,0.001,0.002,0.0,3.17,0.773,0.694,0.0,0.0,0.0,0.0,2.277,110,0,,7.664,411.69,,25835.073,1.5501,0.0,complete,,True,3.840242,0.392801,640,3,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_008_20260502_130611,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_008_20260502_130611/manifest.jsonl,110,7.667,0.669365,0.0,1.024722,7e-06,box_center,10
20260502_172156,,timing,grid,400.0,400.0,160000.0,0,0,0,4,5,4,4,3,2,,,,1.527,3.516,4.250047,0.067487,0.768128,0.001344,,0.001,0.002,0.0,3.888,5.424,0.857,0.947,4.322,0.0,4.011,14.792,737,0,,48.187,599.05,,3320.398,0.1992,2.49,user_aborted,,True,3.841035,0.408785,640,3,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_009_20260502_172156,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_009_20260502_172156/manifest.jsonl,738,48.189,0.06764,0.0,0.852094,6e-06,box_center,1
20260502_182230,,timing,grid,400.0,400.0,160000.0,0,0,0,4,4,4,4,4,2,,,,1.497,3.254,4.115018,0.067196,0.740293,0.001194,,0.001,0.002,0.0,5.796,4.874,0.988,0.4,3.598,0.0,4.01,5.354,296,0,,16.435,729.81,,9735.321,0.5841,7.301,complete,,True,3.716844,0.397945,640,3,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_010_20260502_182230,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_010_20260502_182230/manifest.jsonl,296,16.437,0.067547,0.0,0.821294,6e-06,box_center,1
20260502_191322,,timing,grid,400.0,400.0,160000.0,0,0,0,6,5,4,4,4,4,,,,1.622,3.545,4.231284,0.06945,0.829995,0.001383,,0.002,0.002,0.0,5.635,16.431,1.658,2.338,13.966,0.0,8.049,9.594,504,0,,33.282,666.57,,4807.403,0.2884,7.211,complete,,True,3.831466,0.399529,640,3,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_011_20260502_191322,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_011_20260502_191322/manifest.jsonl,504,33.283,0.069741,0.0,0.918331,4e-06,box_center,1



20260502_194014,,timing,grid,400.0,400.0,160000.0,0,0,0,15,16,14,14,14,0,,,,2.26,3.281,4.095001,0.200925,1.044153,0.006616,,0.015,0.016,0.0,11.081,3.028,0.0,0.0,0.0,0.0,0.0,4.687,231,0,,16.637,1037.14,,9617.118,0.577,0.0,complete,,True,3.699163,0.395571,640,3,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_012_20260502_194014,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_012_20260502_194014/manifest.jsonl,231,16.639,0.201793,0.0,1.453375,5e-06,box_center,3
20260502_200234,,timing,grid,400.0,400.0,160000.0,0,0,0,16,15,14,14,14,2,,,,2.333,3.288,4.050196,0.203508,1.188611,0.011135,,0.023,0.018,0.0,14.907,8.7,0.687,1.021,4.531,0.0,4.014,9.477,477,0,,31.115,1612.48,,5142.214,0.3085,3.857,complete,,True,3.653692,0.394181,640,3,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_013_20260502_200234,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_013_20260502_200234/manifest.jsonl,477,31.117,0.204471,0.0,1.785522,8e-06,box_center,3
20260502_201044,,timing,grid,400.0,400.0,160000.0,0,0,0,16,15,14,14,14,9,,,,2.222,3.511,4.435244,0.200937,1.063848,0.003756,,0.018,0.016,0.0,14.89,30.718,3.59,5.024,22.872,0.0,18.058,19.505,1066,0,,67.563,1636.93,,2368.16,0.1421,7.993,complete,,True,4.020887,0.414091,640,3,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_014_20260502_201044,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_014_20260502_201044/manifest.jsonl,1066,67.564,0.201982,0.0,1.410982,4e-06,box_center,3
20260502_201342,,timing,grid,400.0,400.0,160000.0,0,0,0,16,15,14,14,14,0,,,,2.048,3.274,4.092347,0.202906,1.081119,0.004426,,0.015,0.016,0.0,14.837,15.835,0.0,0.0,0.0,0.0,0.0,9.699,479,0,,34.036,1627.47,,4700.905,0.2821,0.0,complete,,True,3.699336,0.392741,640,3,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_015_20260502_201342,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_015_20260502_201342/manifest.jsonl,479,34.039,0.203766,0.0,1.449598,3e-06,box_center,3
20260502_201510,,timing,grid,400.0,400.0,160000.0,0,0,0,16,15,14,14,14,13,,,,2.177,3.318,4.03798,0.205798,1.136486,0.003965,,0.021,0.017,0.0,14.441,37.281,5.934,8.351,28.573,0.0,26.083,24.962,1314,0,,81.388,1617.08,,1965.892,0.118,9.584,complete,,True,3.642052,0.395698,640,3,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_016_20260502_201510,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_016_20260502_201510/manifest.jsonl,1314,81.39,0.206216,0.0,1.595148,7e-06,box_center,3
/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_017_20260502_202223,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_017_20260502_202223/manifest.jsonl,338,337,0,6.877,22.553,failed
20260502_202345,,timing,grid,400.0,400.0,160000.0,0,0,0,15,15,14,14,2,1,,,,1.955,3.616,4.047569,0.205911,0.98931,0.003581,,0.017,0.015,0.0,0.836,4.34,0.776,1.001,3.312,0.0,2.004,7.016,343,0,,11.05,1324.84,,14479.638,0.8688,5.43,failed,,True,3.648607,0.398693,640,3,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_018_20260502_202333,/home/eli/LaserWeeder_CleanRuntime/trial_recordings/trial_018_20260502_202333/manifest.jsonl,343,22.824,0.206334,0.0,1.382652,7e-06,box_center,3
