t,x,y,theta,v,w
7.271,0.0573,0.0037,0.0616,0.000,0.000
7.325,0.0573,0.0037,0.0616,0.000,0.000
7.378,0.0573,0.0037,0.0616,0.000,0.000
7.430,0.0573,0.0037,0.0616,0.000,0.000
7.484,0.0573,0.0037,0.0616,0.000,0.000
7.488,0.0573,0.0037,0.0616,0.000,0.000
7.490,0.0573,0.0037,0.0616,0.001,0.023
7.593,0.0573,0.0037,0.0700,0.000,0.081
7.649,0.0573,0.0037,0.0749,0.000,0.089
7.703,0.0574,0.0037,0.0798,0.001,0.090
7.757,0.0574,0.0037,0.0847,0.001,0.090
7.811,0.0574,0.0037,0.0897,0.000,0.093
7.866,0.0576,0.0037,0.0871,0.004,-0.048
7.920,0.0576,0.0037,0.0838,0.000,-0.059
7.974,0.0574,0.0037,0.0824,-0.005,-0.027
8.029,0.0574,0.0037,0.0824,0.000,0.000
8.083,0.0574,0.0037,0.0824,0.000,0.000
8.138,0.0574,0.0037,0.0824,0.000,0.000
8.151,0.0574,0.0037,0.0824,0.000,0.000
8.153,0.0574,0.0037,0.0822,0.001,-0.062
8.257,0.0574,0.0037,0.0728,0.000,-0.090
8.311,0.0574,0.0037,0.0676,0.000,-0.098
8.364,0.0574,0.0037,0.0625,0.000,-0.098
8.375,0.0574,0.0037,0.0613,0.000,-0.098
8.377,0.0574,0.0037,0.0611,0.000,-0.098
8.480,0.0574,0.0037,0.0510,0.000,-0.098
8.534,0.0574,0.0037,0.0458,0.000,-0.096
8.588,0.0574,0.0037,0.0445,0.000,-0.025
8.642,0.0574,0.0037,0.0445,0.000,0.000
8.696,0.0574,0.0037,0.0445,0.000,0.000
8.749,0.0574,0.0037,0.0445,0.000,0.000
8.803,0.0574,0.0037,0.0445,0.000,0.000
8.858,0.0574,0.0037,0.0445,0.000,0.000
8.862,0.0574,0.0037,0.0445,0.000,0.000
8.865,0.0574,0.0037,0.0445,0.000,0.000
8.971,0.0574,0.0037,0.0445,0.000,0.000
9.025,0.0574,0.0037,0.0445,0.000,0.000
9.078,0.0574,0.0037,0.0445,0.000,0.000
9.132,0.0574,0.0037,0.0445,0.000,0.000
9.186,0.0574,0.0037,0.0445,0.000,0.000
9.240,0.0574,0.0037,0.0445,0.000,0.000
9.293,0.0574,0.0037,0.0445,0.000,0.000
9.347,0.0574,0.0037,0.0445,0.000,0.000
9.400,0.0574,0.0037,0.0445,0.000,0.000
9.428,0.0574,0.0037,0.0445,0.000,0.000
9.431,0.0574,0.0037,0.0445,0.000,0.000
9.536,0.0574,0.0037,0.0445,0.000,0.000
9.589,0.0574,0.0037,0.0445,0.000,0.000
9.643,0.0574,0.0037,0.0445,0.000,0.000
9.696,0.0574,0.0037,0.0445,0.000,0.000
9.750,0.0574,0.0037,0.0445,0.000,0.000
9.803,0.0574,0.0037,0.0445,0.000,0.000
9.857,0.0574,0.0037,0.0445,0.000,0.000
9.910,0.0574,0.0037,0.0445,0.000,0.000
9.965,0.0574,0.0037,0.0445,0.000,0.000
10.018,0.0574,0.0037,0.0445,0.000,0.000
10.072,0.0574,0.0037,0.0445,0.000,0.000
10.092,0.0574,0.0037,0.0445,0.000,0.000
10.094,0.0574,0.0037,0.0445,0.000,0.000
10.198,0.0574,0.0037,0.0445,0.000,0.000
10.252,0.0574,0.0037,0.0445,0.000,0.000
10.307,0.0574,0.0037,0.0445,0.000,0.000
10.361,0.0574,0.0037,0.0445,0.000,0.000
10.415,0.0574,0.0037,0.0445,0.000,0.000
10.470,0.0574,0.0037,0.0445,0.000,0.000
10.523,0.0574,0.0037,0.0445,0.000,0.000
10.578,0.0574,0.0037,0.0445,0.000,0.000
10.580,0.0574,0.0037,0.0445,0.000,0.000
10.609,0.0574,0.0037,0.0445,0.000,0.000
10.640,0.0574,0.0037,0.0439,0.001,-0.018
10.679,0.0573,0.0037,0.0404,-0.002,-0.091
10.781,0.0573,0.0037,0.0310,0.000,-0.091
10.836,0.0573,0.0037,0.0260,0.000,-0.092
10.890,0.0573,0.0037,0.0212,0.000,-0.090
10.943,0.0575,0.0037,0.0171,0.003,-0.075
10.997,0.0575,0.0037,0.0155,0.001,-0.030
11.051,0.0575,0.0037,0.0155,0.000,0.000
11.104,0.0574,0.0037,0.0183,-0.002,0.052
11.158,0.0573,0.0037,0.0191,-0.003,0.014
11.212,0.0573,0.0037,0.0191,0.000,0.000
11.266,0.0573,0.0037,0.0191,0.000,0.000
11.320,0.0573,0.0037,0.0191,0.000,0.000
11.373,0.0573,0.0037,0.0191,0.000,0.000
11.429,0.0573,0.0037,0.0191,0.000,0.000
11.485,0.0573,0.0037,0.0191,0.000,0.000
11.538,0.0573,0.0037,0.0191,0.000,0.000
11.593,0.0573,0.0037,0.0191,0.000,0.000
11.649,0.0573,0.0037,0.0191,0.000,0.000
11.676,0.0573,0.0037,0.0191,0.000,0.000
11.679,0.0573,0.0037,0.0191,0.000,0.000
11.782,0.0573,0.0037,0.0191,0.000,0.000
11.836,0.0573,0.0037,0.0191,0.000,0.000
11.890,0.0573,0.0037,0.0191,0.000,0.000
11.944,0.0573,0.0037,0.0191,0.000,0.000
11.998,0.0573,0.0037,0.0191,0.000,0.000
12.051,0.0573,0.0037,0.0191,0.000,0.000
12.104,0.0573,0.0037,0.0191,0.000,0.000
12.158,0.0573,0.0037,0.0191,0.000,0.000
12.212,0.0573,0.0037,0.0191,0.000,0.000
12.265,0.0573,0.0037,0.0191,0.000,0.000
12.319,0.0573,0.0037,0.0191,0.000,0.000
12.372,0.0573,0.0037,0.0191,0.000,0.000
12.429,0.0573,0.0037,0.0191,0.000,0.000
12.484,0.0573,0.0037,0.0191,0.000,0.000
12.540,0.0573,0.0037,0.0191,0.000,0.000
12.593,0.0573,0.0037,0.0191,0.000,0.000
12.648,0.0573,0.0037,0.0191,0.000,0.000
12.701,0.0573,0.0037,0.0191,0.000,0.000
12.754,0.0573,0.0037,0.0191,0.000,0.000
12.808,0.0573,0.0037,0.0191,0.000,0.000
12.812,0.0573,0.0037,0.0191,0.000,0.000
12.916,0.0573,0.0037,0.0191,0.000,0.000
12.970,0.0573,0.0037,0.0191,0.000,0.000
13.025,0.0573,0.0037,0.0191,0.000,0.000
13.080,0.0573,0.0037,0.0191,0.000,0.000
13.132,0.0573,0.0037,0.0191,0.000,0.000
13.186,0.0573,0.0037,0.0191,0.000,0.000
13.238,0.0573,0.0037,0.0191,0.000,0.000
13.292,0.0573,0.0037,0.0191,0.000,0.000
13.309,0.0573,0.0037,0.0191,0.000,0.000
13.312,0.0573,0.0037,0.0191,0.000,0.000
13.348,0.0573,0.0037,0.0191,0.000,0.000
13.379,0.0573,0.0037,0.0191,0.000,0.001
13.416,0.0564,0.0037,0.0196,-0.024,0.013
13.441,0.0546,0.0036,0.0199,-0.069,0.011
13.476,0.0514,0.0036,0.0200,-0.093,0.005
13.524,0.0467,0.0035,0.0201,-0.099,0.001
13.575,0.0415,0.0034,0.0200,-0.101,-0.002
13.577,0.0413,0.0034,0.0200,-0.102,-0.005
13.608,0.0381,0.0033,0.0198,-0.103,-0.006
13.641,0.0346,0.0032,0.0197,-0.105,-0.003
13.677,0.0308,0.0032,0.0196,-0.105,-0.003
13.691,0.0295,0.0031,0.0195,-0.103,-0.002
13.745,0.0240,0.0030,0.0194,-0.100,-0.002
13.761,0.0225,0.0030,0.0194,-0.098,-0.003
13.792,0.0195,0.0029,0.0194,-0.096,0.000
13.823,0.0165,0.0029,0.0195,-0.095,0.004
13.859,0.0131,0.0028,0.0197,-0.095,0.004
13.893,0.0098,0.0028,0.0198,-0.097,0.003
13.926,0.0066,0.0027,0.0198,-0.099,0.000
13.958,0.0033,0.0026,0.0197,-0.101,-0.003
13.997,-0.0006,0.0025,0.0195,-0.101,-0.004
14.024,-0.0034,0.0025,0.0195,-0.101,-0.002
14.057,-0.0067,0.0024,0.0195,-0.101,0.000
14.089,-0.0099,0.0024,0.0195,-0.100,0.000
14.125,-0.0135,0.0023,0.0195,-0.100,0.000
14.159,-0.0168,0.0022,0.0195,-0.099,0.000
14.191,-0.0200,0.0022,0.0195,-0.099,0.000
14.222,-0.0230,0.0021,0.0195,-0.097,0.001
14.258,-0.0265,0.0020,0.0196,-0.097,0.002
14.292,-0.0299,0.0020,0.0196,-0.098,0.002
14.328,-0.0334,0.0019,0.0196,-0.099,0.000
14.357,-0.0363,0.0019,0.0196,-0.100,0.000
14.391,-0.0397,0.0018,0.0196,-0.100,0.000
14.425,-0.0431,0.0017,0.0196,-0.100,0.000
14.456,-0.0462,0.0017,0.0196,-0.100,0.000
14.492,-0.0498,0.0016,0.0196,-0.100,-0.001
14.522,-0.0528,0.0015,0.0196,-0.100,-0.001
14.557,-0.0563,0.0015,0.0196,-0.100,0.000
14.593,-0.0598,0.0014,0.0196,-0.098,0.000
14.623,-0.0627,0.0013,0.0196,-0.097,0.002
14.640,-0.0644,0.0013,0.0197,-0.097,0.002
14.675,-0.0678,0.0012,0.0197,-0.098,0.001
14.709,-0.0712,0.0012,0.0197,-0.100,0.000
14.741,-0.0744,0.0011,0.0197,-0.100,-0.001
14.773,-0.0777,0.0010,0.0197,-0.100,0.000
14.809,-0.0813,0.0010,0.0197,-0.100,0.000
14.843,-0.0846,0.0009,0.0197,-0.100,0.000
14.873,-0.0876,0.0008,0.0196,-0.100,-0.001
14.907,-0.0910,0.0008,0.0196,-0.100,0.000
14.939,-0.0942,0.0007,0.0196,-0.099,0.000
14.974,-0.0976,0.0006,0.0196,-0.098,0.000
15.007,-0.1008,0.0006,0.0197,-0.098,0.001
15.041,-0.1042,0.0005,0.0197,-0.099,0.000
15.086,-0.1087,0.0004,0.0197,-0.099,0.000
15.110,-0.1111,0.0004,0.0197,-0.099,0.000
15.140,-0.1140,0.0003,0.0197,-0.099,0.000
15.175,-0.1176,0.0003,0.0197,-0.100,0.000
15.207,-0.1207,0.0002,0.0197,-0.100,0.000
15.242,-0.1242,0.0001,0.0197,-0.100,0.000
15.275,-0.1275,0.0001,0.0197,-0.100,0.000
15.305,-0.1305,0.0000,0.0197,-0.099,0.000
15.344,-0.1343,-0.0001,0.0197,-0.099,0.000
15.374,-0.1373,-0.0001,0.0197,-0.098,0.000
15.408,-0.1406,-0.0002,0.0197,-0.098,0.000
15.440,-0.1438,-0.0003,0.0197,-0.100,0.000
15.544,-0.1542,-0.0005,0.0197,-0.100,0.000
15.558,-0.1557,-0.0005,0.0197,-0.100,0.000
15.561,-0.1559,-0.0005,0.0197,-0.100,0.000
15.563,-0.1561,-0.0005,0.0197,-0.100,0.000
15.588,-0.1586,-0.0006,0.0197,-0.100,0.000
15.624,-0.1622,-0.0006,0.0197,-0.100,0.000
15.657,-0.1655,-0.0007,0.0197,-0.099,0.000
15.689,-0.1686,-0.0007,0.0197,-0.098,0.000
15.724,-0.1720,-0.0008,0.0197,-0.098,0.000
15.758,-0.1754,-0.0009,0.0197,-0.098,0.001
15.789,-0.1784,-0.0009,0.0198,-0.098,0.002
15.844,-0.1838,-0.0010,0.0198,-0.098,0.001
15.858,-0.1852,-0.0011,0.0198,-0.099,0.001
15.890,-0.1884,-0.0011,0.0198,-0.099,0.000
15.924,-0.1918,-0.0012,0.0198,-0.100,0.000
15.958,-0.1952,-0.0013,0.0198,-0.100,0.000
15.993,-0.1986,-0.0013,0.0198,-0.100,0.000
16.025,-0.2018,-0.0014,0.0198,-0.099,0.000
16.059,-0.2052,-0.0015,0.0198,-0.099,0.000
16.093,-0.2085,-0.0015,0.0198,-0.099,0.000
16.126,-0.2117,-0.0016,0.0198,-0.098,0.000
16.161,-0.2153,-0.0017,0.0198,-0.099,0.000
16.191,-0.2182,-0.0017,0.0198,-0.099,0.000
16.224,-0.2215,-0.0018,0.0198,-0.100,0.000
16.260,-0.2251,-0.0019,0.0198,-0.100,0.000
16.296,-0.2287,-0.0019,0.0198,-0.100,0.000
16.323,-0.2314,-0.0020,0.0198,-0.100,-0.001
16.359,-0.2350,-0.0021,0.0198,-0.100,-0.001
16.392,-0.2383,-0.0021,0.0198,-0.100,0.000
16.423,-0.2414,-0.0022,0.0198,-0.099,0.000
16.463,-0.2454,-0.0023,0.0198,-0.099,0.000
16.493,-0.2483,-0.0023,0.0198,-0.099,0.000
16.516,-0.2505,-0.0024,0.0198,-0.098,0.002
16.540,-0.2529,-0.0024,0.0199,-0.098,0.002
16.573,-0.2561,-0.0025,0.0199,-0.098,0.001
16.608,-0.2596,-0.0025,0.0199,-0.099,0.001
16.640,-0.2627,-0.0026,0.0200,-0.099,0.001
16.674,-0.2661,-0.0027,0.0200,-0.099,0.000
16.708,-0.2696,-0.0027,0.0199,-0.100,-0.001
16.814,-0.2800,-0.0030,0.0199,-0.099,0.000
16.868,-0.2854,-0.0031,0.0199,-0.099,0.000
16.922,-0.2907,-0.0032,0.0199,-0.099,0.000
16.977,-0.2961,-0.0033,0.0199,-0.099,0.000
17.032,-0.3017,-0.0034,0.0199,-0.100,0.000
17.041,-0.3026,-0.0034,0.0199,-0.100,0.000
17.043,-0.3027,-0.0034,0.0199,-0.032,0.001
17.148,-0.3028,-0.0034,0.0200,-0.001,0.001
17.201,-0.3034,-0.0034,0.0212,-0.012,0.023
17.254,-0.3036,-0.0034,0.0217,-0.004,0.009
17.309,-0.3036,-0.0034,0.0217,0.000,0.000
17.363,-0.3036,-0.0034,0.0217,0.000,0.000
17.418,-0.3036,-0.0034,0.0217,0.000,0.000
17.471,-0.3036,-0.0034,0.0217,0.000,0.000
17.524,-0.3036,-0.0034,0.0217,0.000,0.000
17.537,-0.3036,-0.0034,0.0217,0.000,0.000
17.539,-0.3036,-0.0034,0.0217,0.000,0.000
17.559,-0.3036,-0.0034,0.0217,0.000,-0.002
17.638,-0.3036,-0.0034,0.0221,0.000,0.005
17.662,-0.3036,-0.0034,0.0222,0.000,0.005
17.665,-0.3036,-0.0034,0.0223,-0.001,0.038
17.696,-0.3036,-0.0034,0.0251,0.000,0.090
17.725,-0.3036,-0.0034,0.0279,0.000,0.098
17.758,-0.3036,-0.0034,0.0312,0.000,0.098
17.794,-0.3036,-0.0034,0.0347,0.000,0.098
17.825,-0.3036,-0.0034,0.0378,0.000,0.097
17.859,-0.3036,-0.0034,0.0411,0.000,0.098
17.908,-0.3037,-0.0034,0.0457,-0.001,0.094
18.014,-0.3035,-0.0034,0.0551,0.002,0.090
18.068,-0.3034,-0.0034,0.0601,0.002,0.092
18.120,-0.3033,-0.0034,0.0653,0.001,0.097
18.175,-0.3035,-0.0034,0.0698,-0.003,0.083
18.230,-0.3035,-0.0034,0.0705,-0.001,0.014
18.283,-0.3037,-0.0034,0.0666,-0.003,-0.074
18.338,-0.3034,-0.0034,0.0646,0.005,-0.036
18.391,-0.3034,-0.0034,0.0641,0.001,-0.010
18.444,-0.3034,-0.0034,0.0641,0.000,0.000
18.499,-0.3034,-0.0034,0.0641,0.000,0.000
18.527,-0.3034,-0.0034,0.0641,0.000,0.000
18.529,-0.3034,-0.0034,0.0640,0.000,-0.049
18.633,-0.3034,-0.0034,0.0544,0.000,-0.092
18.687,-0.3034,-0.0034,0.0491,0.000,-0.098
18.740,-0.3034,-0.0034,0.0440,0.000,-0.097
18.795,-0.3034,-0.0034,0.0386,0.000,-0.098
18.849,-0.3034,-0.0034,0.0336,0.000,-0.093
18.902,-0.3033,-0.0034,0.0319,0.001,-0.032
18.956,-0.3033,-0.0034,0.0319,0.000,0.000
19.009,-0.3033,-0.0034,0.0319,0.000,0.000
19.029,-0.3033,-0.0034,0.0319,0.000,0.000
19.031,-0.3033,-0.0034,0.0319,0.000,0.000
19.060,-0.3033,-0.0034,0.0319,0.000,0.000
19.092,-0.3033,-0.0034,0.0319,0.000,0.000
19.110,-0.3033,-0.0034,0.0311,-0.002,-0.043
19.161,-0.3034,-0.0034,0.0269,-0.001,-0.081
19.179,-0.3034,-0.0034,0.0253,0.000,-0.090
19.210,-0.3034,-0.0034,0.0224,0.000,-0.096
19.242,-0.3034,-0.0034,0.0194,-0.001,-0.093
19.273,-0.3035,-0.0034,0.0165,-0.001,-0.092
19.308,-0.3035,-0.0034,0.0133,0.000,-0.091
19.341,-0.3035,-0.0034,0.0104,0.000,-0.089
19.377,-0.3035,-0.0034,0.0071,0.000,-0.092
19.408,-0.3035,-0.0034,0.0043,0.000,-0.092
19.440,-0.3034,-0.0034,0.0014,0.001,-0.088
19.480,-0.3033,-0.0034,-0.0021,0.002,-0.088
19.508,-0.3034,-0.0034,-0.0046,-0.003,-0.092
19.612,-0.3035,-0.0034,-0.0146,-0.001,-0.095
19.667,-0.3035,-0.0034,-0.0198,0.001,-0.095
19.721,-0.3034,-0.0034,-0.0249,0.002,-0.096
19.774,-0.3033,-0.0034,-0.0302,0.001,-0.098
19.828,-0.3033,-0.0034,-0.0352,0.000,-0.094
19.881,-0.3033,-0.0034,-0.0367,0.001,-0.028
19.935,-0.3036,-0.0034,-0.0349,-0.006,0.033
19.989,-0.3036,-0.0034,-0.0340,0.000,0.017
20.043,-0.3036,-0.0034,-0.0340,0.000,0.000
20.098,-0.3036,-0.0034,-0.0340,0.000,0.000
20.152,-0.3036,-0.0034,-0.0340,0.000,0.000
20.206,-0.3036,-0.0034,-0.0340,0.000,0.000
20.260,-0.3036,-0.0034,-0.0340,0.000,0.000
20.314,-0.3036,-0.0034,-0.0340,0.000,0.000
20.367,-0.3036,-0.0034,-0.0340,0.000,0.000
20.420,-0.3036,-0.0034,-0.0340,0.000,0.000
20.476,-0.3036,-0.0034,-0.0340,0.000,0.000
20.529,-0.3036,-0.0034,-0.0340,0.000,0.000
20.579,-0.3036,-0.0034,-0.0340,0.000,0.000
20.582,-0.3036,-0.0034,-0.0340,0.000,0.000
20.686,-0.3036,-0.0034,-0.0340,0.000,0.000
20.740,-0.3036,-0.0034,-0.0340,0.000,0.000
20.793,-0.3036,-0.0034,-0.0340,0.000,0.000
20.847,-0.3036,-0.0034,-0.0340,0.000,0.000
20.900,-0.3036,-0.0034,-0.0340,0.000,0.000
20.955,-0.3036,-0.0034,-0.0340,0.000,0.000
20.990,-0.3036,-0.0034,-0.0340,0.000,0.000
20.992,-0.3036,-0.0034,-0.0340,0.000,0.000
21.026,-0.3036,-0.0034,-0.0341,0.000,-0.002
21.062,-0.3036,-0.0034,-0.0333,0.000,0.023
21.166,-0.3036,-0.0034,-0.0243,0.000,0.086
21.220,-0.3036,-0.0034,-0.0191,0.000,0.096
21.275,-0.3036,-0.0034,-0.0138,0.000,0.098
21.329,-0.3036,-0.0034,-0.0084,0.000,0.099
21.383,-0.3036,-0.0034,-0.0032,0.000,0.098
21.436,-0.3036,-0.0034,-0.0007,0.000,0.046
21.490,-0.3036,-0.0034,-0.0006,0.000,0.001
21.544,-0.3036,-0.0034,-0.0006,0.000,0.000
21.599,-0.3036,-0.0034,-0.0006,0.000,0.000
21.653,-0.3036,-0.0034,-0.0006,0.000,0.000
21.707,-0.3036,-0.0034,-0.0006,0.000,0.000
21.762,-0.3036,-0.0034,-0.0006,0.000,0.000
21.818,-0.3036,-0.0034,-0.0006,0.000,0.000
21.871,-0.3036,-0.0034,-0.0006,0.000,0.000
21.924,-0.3036,-0.0034,-0.0006,0.000,0.000
21.979,-0.3036,-0.0034,-0.0006,0.000,0.000
22.032,-0.3036,-0.0034,-0.0006,0.000,0.000
22.077,-0.3036,-0.0034,-0.0006,0.000,0.000
22.080,-0.3036,-0.0034,-0.0008,0.000,-0.078
22.186,-0.3036,-0.0034,-0.0112,0.000,-0.098
22.241,-0.3036,-0.0034,-0.0166,0.000,-0.098
22.295,-0.3036,-0.0034,-0.0218,-0.001,-0.096
22.349,-0.3037,-0.0034,-0.0267,-0.002,-0.091
22.403,-0.3035,-0.0034,-0.0310,0.005,-0.080
22.458,-0.3033,-0.0034,-0.0331,0.003,-0.038
22.511,-0.3032,-0.0034,-0.0310,0.002,0.040
22.564,-0.3036,-0.0034,-0.0298,-0.007,0.023
22.620,-0.3037,-0.0034,-0.0296,-0.002,0.004
22.673,-0.3037,-0.0034,-0.0296,0.000,0.000
22.725,-0.3037,-0.0034,-0.0296,0.000,0.000
22.779,-0.3037,-0.0034,-0.0296,0.000,0.000
22.832,-0.3037,-0.0034,-0.0296,0.000,0.000
22.885,-0.3037,-0.0034,-0.0296,0.000,0.000
22.939,-0.3037,-0.0034,-0.0296,0.000,0.000
22.992,-0.3037,-0.0034,-0.0296,0.000,0.000
23.025,-0.3037,-0.0034,-0.0296,0.000,0.000
23.028,-0.3037,-0.0034,-0.0296,-0.001,-0.021
23.131,-0.3037,-0.0034,-0.0373,0.000,-0.075
23.185,-0.3037,-0.0034,-0.0421,0.000,-0.088
23.240,-0.3037,-0.0034,-0.0471,0.000,-0.091
23.293,-0.3037,-0.0034,-0.0523,-0.001,-0.098
23.347,-0.3037,-0.0034,-0.0575,0.000,-0.096
23.401,-0.3037,-0.0034,-0.0601,0.001,-0.048
