t,x,y,theta,v,w
6.142,0.0000,0.0000,0.0000,0.000,0.000
6.195,0.0000,0.0000,0.0000,0.000,0.000
6.249,0.0000,0.0000,0.0000,0.000,0.000
6.302,0.0000,0.0000,0.0000,0.000,0.000
6.356,0.0000,0.0000,0.0000,0.000,0.000
6.411,0.0000,0.0000,0.0000,0.000,0.000
6.464,0.0000,0.0000,0.0000,0.000,0.000
6.517,0.0000,0.0000,0.0000,0.000,0.000
6.572,0.0000,0.0000,0.0000,0.000,0.000
6.625,0.0000,0.0000,0.0000,0.000,0.000
6.680,0.0000,0.0000,0.0000,0.000,0.000
6.734,0.0000,0.0000,0.0000,0.000,0.000
6.788,0.0000,0.0000,0.0000,0.000,0.000
6.842,0.0000,0.0000,0.0000,0.000,0.000
6.895,0.0000,0.0000,0.0000,0.000,0.000
6.953,0.0000,0.0000,0.0000,0.000,0.000
7.007,0.0000,0.0000,0.0000,0.000,0.000
7.060,0.0000,0.0000,0.0000,0.000,0.000
7.114,0.0000,0.0000,0.0000,0.000,0.000
7.168,0.0000,0.0000,0.0000,0.000,0.000
7.221,0.0000,0.0000,0.0000,0.000,0.000
7.274,0.0000,0.0000,0.0000,0.000,0.000
7.327,0.0000,0.0000,0.0000,0.000,0.000
7.380,0.0000,0.0000,0.0000,0.000,0.000
7.434,0.0000,0.0000,0.0000,0.000,0.000
7.489,0.0000,0.0000,0.0000,0.000,0.000
7.542,0.0000,0.0000,0.0000,0.000,0.000
7.597,0.0000,0.0000,0.0000,0.000,0.000
7.652,0.0000,0.0000,0.0000,0.000,0.000
7.705,0.0000,0.0000,0.0000,0.000,0.000
7.759,0.0000,0.0000,0.0000,0.000,0.000
7.813,0.0000,0.0000,0.0000,0.000,0.000
7.867,0.0000,0.0000,0.0000,0.000,0.000
7.920,0.0000,0.0000,0.0000,0.000,0.000
7.974,0.0000,0.0000,0.0000,0.000,0.000
8.029,0.0000,0.0000,0.0000,0.000,0.000
8.082,0.0000,0.0000,0.0000,0.000,0.000
8.137,0.0000,0.0000,0.0000,0.000,0.000
8.192,0.0000,0.0000,0.0000,0.000,0.000
8.245,0.0000,0.0000,0.0000,0.000,0.000
8.299,0.0000,0.0000,0.0000,0.000,0.000
8.352,0.0000,0.0000,0.0000,0.000,0.000
8.406,0.0000,0.0000,0.0000,0.000,0.000
8.459,0.0000,0.0000,0.0000,0.000,0.000
8.511,0.0000,0.0000,0.0000,0.000,0.000
8.564,0.0000,0.0000,0.0000,0.000,0.000
8.617,0.0000,0.0000,0.0000,0.000,0.000
8.670,0.0000,0.0000,0.0000,0.000,0.000
8.723,0.0000,0.0000,0.0000,0.000,0.000
8.775,0.0000,0.0000,0.0000,0.000,0.000
8.828,0.0000,0.0000,0.0000,0.000,0.000
8.882,0.0000,0.0000,0.0000,0.000,0.000
8.937,0.0000,0.0000,0.0000,0.000,0.000
8.991,0.0000,0.0000,0.0000,0.000,0.000
9.046,0.0000,0.0000,0.0000,0.000,0.000
9.100,0.0000,0.0000,0.0000,0.000,0.000
9.154,0.0000,0.0000,0.0000,0.000,0.000
9.208,0.0000,0.0000,0.0000,0.000,0.000
9.261,0.0000,0.0000,0.0000,0.000,0.000
9.315,0.0000,0.0000,0.0000,0.000,0.000
9.369,0.0000,0.0000,0.0000,0.000,0.000
9.421,0.0000,0.0000,0.0000,0.000,0.000
9.475,0.0000,0.0000,0.0000,0.000,0.000
9.528,0.0000,0.0000,0.0000,0.000,0.000
9.581,0.0000,0.0000,0.0000,0.000,0.000
9.635,0.0000,0.0000,0.0000,0.000,0.000
9.690,0.0000,0.0000,0.0000,0.000,0.000
9.743,0.0000,0.0000,0.0000,0.000,0.000
9.797,0.0000,0.0000,0.0000,0.000,0.000
9.851,0.0000,0.0000,0.0000,0.000,0.000
9.905,0.0000,0.0000,0.0000,0.000,0.000
9.959,0.0000,0.0000,0.0000,0.000,0.000
10.013,0.0000,0.0000,0.0000,0.000,0.000
10.066,0.0000,0.0000,0.0000,0.000,0.000
10.119,0.0000,0.0000,0.0000,0.000,0.000
10.173,0.0000,0.0000,0.0000,0.000,0.000
10.226,0.0000,0.0000,0.0000,0.000,0.000
10.279,0.0000,0.0000,0.0000,0.000,0.000
10.332,0.0000,0.0000,0.0000,0.000,0.000
10.385,0.0000,0.0000,0.0000,0.000,0.000
10.441,0.0000,0.0000,0.0000,0.000,0.000
10.496,0.0000,0.0000,0.0000,0.000,0.000
10.550,0.0000,0.0000,0.0000,0.000,0.000
10.604,0.0000,0.0000,0.0000,0.000,0.000
10.657,0.0000,0.0000,0.0000,0.000,0.000
10.712,0.0000,0.0000,0.0000,0.000,0.000
10.763,0.0000,0.0000,0.0000,0.000,0.000
10.815,0.0000,0.0000,0.0000,0.000,0.000
10.867,0.0000,0.0000,0.0000,0.000,0.000
10.921,0.0000,0.0000,0.0000,0.000,0.000
10.975,0.0000,0.0000,0.0000,0.000,0.000
11.028,0.0000,0.0000,0.0000,0.000,0.000
11.081,0.0000,0.0000,0.0000,0.000,0.000
11.135,0.0000,0.0000,0.0000,0.000,0.000
11.188,0.0000,0.0000,0.0000,0.000,0.000
11.241,0.0000,0.0000,0.0000,0.000,0.000
11.295,0.0000,0.0000,0.0000,0.000,0.000
11.348,0.0000,0.0000,0.0000,0.000,0.000
11.405,0.0000,0.0000,0.0000,0.000,0.000
11.459,0.0000,0.0000,0.0000,0.000,0.000
11.512,0.0000,0.0000,0.0000,0.000,0.000
11.567,0.0000,0.0000,0.0000,0.000,0.000
11.621,0.0000,0.0000,0.0000,0.000,0.000
11.675,0.0000,0.0000,0.0000,0.000,0.000
11.729,0.0000,0.0000,0.0000,0.000,0.000
11.783,0.0000,0.0000,0.0000,0.000,0.000
11.838,0.0000,0.0000,0.0000,0.000,0.000
11.894,0.0000,0.0000,0.0000,0.000,0.000
11.947,0.0000,0.0000,0.0000,0.000,0.000
11.999,0.0000,0.0000,0.0000,0.000,0.000
12.052,0.0000,0.0000,0.0000,0.000,0.000
12.106,0.0000,0.0000,0.0000,0.000,0.000
12.159,0.0000,0.0000,0.0000,0.000,0.000
12.212,0.0000,0.0000,0.0000,0.000,0.000
12.266,0.0000,0.0000,0.0000,0.000,0.000
12.320,0.0000,0.0000,0.0000,0.000,0.000
12.372,0.0000,0.0000,0.0000,0.000,0.000
12.425,0.0000,0.0000,0.0000,0.000,0.000
12.478,0.0000,0.0000,0.0000,0.000,0.000
12.530,0.0000,0.0000,0.0000,0.000,0.000
12.584,0.0000,0.0000,0.0000,0.000,0.000
12.637,0.0000,0.0000,0.0000,0.000,0.000
12.691,0.0000,0.0000,0.0000,0.000,0.000
12.743,0.0000,0.0000,0.0000,0.000,0.000
12.795,0.0000,0.0000,0.0000,0.000,0.000
12.847,0.0000,0.0000,0.0000,0.000,0.000
12.902,0.0000,0.0000,0.0000,0.000,0.000
12.956,0.0000,0.0000,0.0000,0.000,0.000
13.010,0.0000,0.0000,0.0000,0.000,0.000
13.063,0.0000,0.0000,0.0000,0.000,0.000
13.117,0.0000,0.0000,0.0000,0.000,0.000
13.170,0.0000,0.0000,0.0000,0.000,0.000
13.223,0.0000,0.0000,0.0000,0.000,0.000
13.278,0.0000,0.0000,0.0000,0.000,0.000
13.331,0.0000,0.0000,0.0000,0.000,0.000
13.386,0.0000,0.0000,0.0000,0.000,0.000
13.440,0.0000,0.0000,0.0000,0.000,0.000
13.495,0.0000,0.0000,0.0000,0.000,0.000
13.549,0.0000,0.0000,0.0000,0.000,0.000
13.603,0.0000,0.0000,0.0000,0.000,0.000
13.657,0.0000,0.0000,0.0000,0.000,0.000
13.711,0.0000,0.0000,0.0000,0.000,0.000
13.764,0.0000,0.0000,0.0000,0.000,0.000
13.818,0.0000,0.0000,0.0000,0.000,0.000
13.872,0.0000,0.0000,0.0000,0.000,0.000
13.925,0.0000,0.0000,0.0000,0.000,0.000
13.978,0.0000,0.0000,0.0000,0.000,0.000
14.031,0.0000,0.0000,0.0000,0.000,0.000
14.085,0.0000,0.0000,0.0000,0.000,0.000
14.138,0.0000,0.0000,0.0000,0.000,0.000
14.191,0.0000,0.0000,0.0000,0.000,0.000
14.245,0.0000,0.0000,0.0000,0.000,0.000
14.299,0.0000,0.0000,0.0000,0.000,0.000
14.352,0.0000,0.0000,0.0000,0.000,0.000
14.404,0.0000,0.0000,0.0000,0.000,0.000
14.458,0.0000,0.0000,0.0000,0.000,0.000
14.511,0.0000,0.0000,0.0000,0.000,0.000
14.565,0.0000,0.0000,0.0000,0.000,0.000
14.618,0.0000,0.0000,0.0000,0.000,0.000
14.671,0.0000,0.0000,0.0000,0.000,0.000
14.724,0.0000,0.0000,0.0000,0.000,0.000
14.777,0.0000,0.0000,0.0000,0.000,0.000
14.832,0.0000,0.0000,0.0000,0.000,0.000
14.884,0.0000,0.0000,0.0000,0.000,0.000
14.936,0.0000,0.0000,0.0000,0.000,0.000
14.990,0.0000,0.0000,0.0000,0.000,0.000
15.044,0.0000,0.0000,0.0000,0.000,0.000
15.098,0.0000,0.0000,0.0000,0.000,0.000
15.151,0.0000,0.0000,0.0000,0.000,0.000
15.205,0.0000,0.0000,0.0000,0.000,0.000
15.258,0.0000,0.0000,0.0000,0.000,0.000
15.311,0.0000,0.0000,0.0000,0.000,0.000
15.365,0.0000,0.0000,0.0000,0.000,0.000
15.420,0.0000,0.0000,0.0000,0.000,0.000
15.474,0.0000,0.0000,0.0000,0.000,0.000
15.527,0.0000,0.0000,0.0000,0.000,0.000
15.581,0.0000,0.0000,0.0000,0.000,0.000
15.634,0.0000,0.0000,0.0000,0.000,0.000
15.687,0.0000,0.0000,0.0000,0.000,0.000
15.741,0.0000,0.0000,0.0000,0.000,0.000
15.793,0.0000,0.0000,0.0000,0.000,0.000
15.846,0.0000,0.0000,0.0000,0.000,0.000
15.902,0.0000,0.0000,0.0000,0.000,0.000
15.957,0.0000,0.0000,0.0000,0.000,0.000
16.012,0.0000,0.0000,0.0000,0.000,0.000
16.064,0.0000,0.0000,0.0000,0.000,0.000
16.119,0.0000,0.0000,0.0000,0.000,0.000
16.172,0.0000,0.0000,0.0000,0.000,0.000
16.224,0.0000,0.0000,0.0000,0.000,0.000
16.277,0.0000,0.0000,0.0000,0.000,0.000
16.332,0.0000,0.0000,0.0000,0.000,0.000
16.386,0.0000,0.0000,0.0000,0.000,0.000
16.440,0.0000,0.0000,0.0000,0.000,0.000
16.493,0.0000,0.0000,0.0000,0.000,0.000
16.547,0.0000,0.0000,0.0000,0.000,0.000
16.601,0.0000,0.0000,0.0000,0.000,0.000
16.655,0.0000,0.0000,0.0000,0.000,0.000
16.709,0.0000,0.0000,0.0000,0.000,0.000
16.763,0.0000,0.0000,0.0000,0.000,0.000
16.816,0.0000,0.0000,0.0000,0.000,0.000
16.870,0.0000,0.0000,0.0000,0.000,0.000
16.924,0.0000,0.0000,0.0000,0.000,0.000
16.979,0.0000,0.0000,0.0000,0.000,0.000
17.031,0.0000,0.0000,0.0000,0.000,0.000
17.086,0.0000,0.0000,0.0000,0.000,0.000
17.140,0.0000,0.0000,0.0000,0.000,0.000
17.192,0.0000,0.0000,0.0000,0.000,0.000
17.245,0.0000,0.0000,0.0000,0.000,0.000
17.298,0.0000,0.0000,0.0000,0.000,0.000
17.350,0.0000,0.0000,0.0000,0.000,0.000
17.404,0.0000,0.0000,0.0000,0.000,0.000
17.457,0.0000,0.0000,0.0000,0.000,0.000
17.511,0.0000,0.0000,0.0000,0.000,0.000
17.563,0.0000,0.0000,0.0000,0.000,0.000
17.618,0.0000,0.0000,0.0000,0.000,0.000
17.673,0.0000,0.0000,0.0000,0.000,0.000
17.727,0.0000,0.0000,0.0000,0.000,0.000
17.787,0.0000,0.0000,0.0000,0.000,0.000
17.842,0.0000,0.0000,0.0000,0.000,0.000
17.895,0.0000,0.0000,0.0000,0.000,0.000
17.950,0.0000,0.0000,0.0000,0.000,0.000
18.005,0.0000,0.0000,0.0000,0.000,0.000
18.058,0.0000,0.0000,0.0000,0.000,0.000
18.113,0.0000,0.0000,0.0000,0.000,0.000
18.167,0.0000,0.0000,0.0000,0.000,0.000
18.221,0.0000,0.0000,0.0000,0.000,0.000
18.274,0.0000,0.0000,0.0000,0.000,0.000
18.327,0.0000,0.0000,0.0000,0.000,0.000
18.382,0.0000,0.0000,0.0000,0.000,0.000
18.435,0.0000,0.0000,0.0000,0.000,0.000
18.490,0.0000,0.0000,0.0000,0.000,0.000
18.546,0.0000,0.0000,0.0000,0.000,0.000
18.599,0.0000,0.0000,0.0000,0.000,0.000
18.652,0.0000,0.0000,0.0000,0.000,0.000
18.705,0.0000,0.0000,0.0000,0.000,0.000
18.757,0.0000,0.0000,0.0000,0.000,0.000
18.811,0.0000,0.0000,0.0000,0.000,0.000
18.864,0.0000,0.0000,0.0000,0.000,0.000
18.918,0.0000,0.0000,0.0000,0.000,0.000
18.971,0.0000,0.0000,0.0000,0.000,0.000
18.980,0.0000,0.0000,0.0000,0.000,0.000
18.983,0.0000,0.0000,0.0000,0.000,0.000
18.987,0.0000,0.0000,0.0000,0.000,0.000
19.040,0.0000,0.0000,0.0000,0.000,0.000
19.092,0.0000,0.0000,0.0000,0.000,0.000
19.133,0.0000,0.0000,0.0000,0.000,0.000
19.137,0.0000,0.0000,0.0000,0.000,0.000
19.141,0.0000,0.0000,0.0000,0.000,0.000
19.195,0.0000,0.0000,0.0000,0.000,0.000
19.250,0.0000,0.0000,0.0000,0.000,0.000
19.273,0.0000,0.0000,0.0000,0.000,0.000
19.276,0.0000,0.0000,0.0000,0.000,0.000
19.280,0.0000,0.0000,0.0000,0.000,0.000
19.333,0.0000,0.0000,0.0000,0.000,0.000
19.387,0.0000,0.0000,0.0000,0.000,0.000
19.426,0.0000,0.0000,0.0000,0.000,0.000
19.429,0.0000,0.0000,0.0000,0.000,0.000
19.434,0.0000,0.0000,0.0000,0.000,0.000
19.487,0.0000,0.0000,0.0000,0.000,0.000
19.540,0.0000,0.0000,0.0000,0.000,0.000
19.562,0.0000,0.0000,0.0000,0.000,0.000
19.564,0.0000,0.0000,0.0000,0.000,0.000
19.569,0.0000,0.0000,0.0000,0.000,0.000
19.624,0.0000,0.0000,0.0000,0.000,0.000
19.678,0.0000,0.0000,0.0000,0.000,0.000
19.732,0.0000,0.0000,0.0000,0.000,0.000
19.762,0.0000,0.0000,0.0000,0.000,0.000
19.764,0.0000,0.0000,0.0000,0.000,0.000
19.769,0.0000,0.0000,0.0000,0.000,0.000
19.823,0.0000,0.0000,0.0000,0.000,0.000
19.876,0.0000,0.0000,0.0000,0.000,0.000
19.930,0.0000,0.0000,0.0000,0.000,0.000
19.947,0.0000,0.0000,0.0000,0.000,0.000
19.949,0.0000,0.0000,0.0000,0.000,0.000
19.954,0.0000,0.0000,0.0000,0.000,0.000
20.008,0.0000,0.0000,0.0000,0.000,0.000
20.062,0.0000,0.0000,0.0000,0.000,0.000
20.082,0.0000,0.0000,0.0000,0.000,0.000
20.085,0.0000,0.0000,0.0000,0.000,0.000
20.090,0.0000,0.0000,0.0000,0.000,0.000
20.144,0.0000,0.0000,0.0000,0.000,0.000
20.197,0.0000,0.0000,0.0000,0.000,0.000
20.251,0.0000,0.0000,0.0000,0.000,0.000
20.305,0.0000,0.0000,0.0000,0.000,0.000
20.349,0.0000,0.0000,0.0000,0.000,0.000
20.352,0.0000,0.0000,0.0000,0.000,0.000
20.357,0.0000,0.0000,0.0000,0.000,0.000
20.411,0.0000,0.0000,0.0000,0.000,0.000
20.465,0.0000,0.0000,0.0000,0.000,0.000
20.508,0.0000,0.0000,0.0000,0.000,0.000
20.511,0.0000,0.0000,0.0000,0.000,0.000
20.516,0.0000,0.0000,0.0000,0.000,0.000
20.568,0.0000,0.0000,0.0000,0.000,0.000
20.621,0.0000,0.0000,0.0000,0.000,0.000
20.634,0.0000,0.0000,0.0000,0.000,0.000
20.636,0.0000,0.0000,0.0000,0.000,0.000
20.639,0.0000,0.0000,0.0000,0.000,0.000
20.644,0.0000,0.0000,0.0000,0.000,0.000
20.699,0.0000,0.0000,0.0000,0.000,0.000
20.706,0.0000,0.0000,0.0000,0.000,0.000
20.708,0.0000,0.0000,0.0000,0.000,0.000
20.713,0.0000,0.0000,0.0000,0.000,0.000
20.767,0.0017,-0.0000,-0.0003,0.032,-0.005
20.792,0.0025,-0.0000,-0.0004,0.032,-0.005
20.794,0.0026,-0.0000,-0.0004,0.032,-0.005
20.799,0.0029,-0.0000,-0.0004,0.065,-0.002
20.852,0.0069,-0.0000,-0.0002,0.076,0.004
20.888,0.0103,-0.0000,0.0002,0.095,0.010
20.891,0.0106,-0.0000,0.0002,0.095,0.010
20.895,0.0112,-0.0000,0.0002,0.117,0.010
20.949,0.0178,-0.0000,0.0001,0.124,-0.002
20.966,0.0200,-0.0000,0.0001,0.124,-0.002
20.969,0.0203,-0.0000,0.0001,0.128,-0.008
20.974,0.0210,-0.0000,0.0001,0.135,-0.001
21.028,0.0262,-0.0000,-0.0002,0.097,-0.004
21.081,0.0300,-0.0000,-0.0003,0.072,-0.003
21.133,0.0323,-0.0000,-0.0004,0.044,-0.002
21.187,0.0327,-0.0000,-0.0005,0.007,-0.001
21.247,0.0327,-0.0000,-0.0005,0.000,0.000
21.300,0.0327,-0.0000,-0.0005,0.000,0.000
21.353,0.0327,-0.0000,-0.0005,0.000,0.000
21.406,0.0327,-0.0000,-0.0005,0.000,0.000
21.459,0.0327,-0.0000,-0.0005,0.000,0.000
21.512,0.0327,-0.0000,-0.0005,0.000,0.000
21.565,0.0327,-0.0000,-0.0005,0.000,0.000
21.619,0.0325,-0.0000,-0.0004,-0.004,0.001
21.672,0.0322,-0.0000,-0.0005,-0.005,-0.001
21.728,0.0322,-0.0000,-0.0005,0.000,0.000
21.781,0.0323,-0.0000,-0.0004,0.001,0.001
21.833,0.0323,-0.0000,-0.0004,0.001,0.000
21.887,0.0323,-0.0000,-0.0004,0.000,0.000
21.940,0.0323,-0.0000,-0.0004,0.000,0.000
21.992,0.0323,-0.0000,-0.0004,0.000,0.000
22.044,0.0323,-0.0000,-0.0004,0.000,0.000
22.098,0.0323,-0.0000,-0.0004,0.000,0.000
22.153,0.0323,-0.0000,-0.0004,0.000,0.000
22.206,0.0323,-0.0000,-0.0004,0.000,0.000
22.259,0.0323,-0.0000,-0.0004,0.000,0.000
22.312,0.0323,-0.0000,-0.0004,0.000,0.000
22.366,0.0323,-0.0000,-0.0004,0.000,0.000
22.424,0.0323,-0.0000,-0.0004,0.000,0.000
22.479,0.0323,-0.0000,-0.0004,0.000,0.000
22.532,0.0323,-0.0000,-0.0004,0.000,0.000
22.587,0.0323,-0.0000,-0.0004,0.000,0.000
22.640,0.0323,-0.0000,-0.0004,0.000,0.000
22.694,0.0323,-0.0000,-0.0004,0.000,0.000
22.748,0.0323,-0.0000,-0.0004,0.000,0.000
22.801,0.0323,-0.0000,-0.0004,0.000,0.000
22.854,0.0323,-0.0000,-0.0004,0.000,0.000
22.908,0.0323,-0.0000,-0.0004,0.000,0.000
22.961,0.0323,-0.0000,-0.0004,0.000,0.000
23.014,0.0323,-0.0000,-0.0004,0.000,0.000
23.069,0.0323,-0.0000,-0.0004,0.000,0.000
23.112,0.0323,-0.0000,-0.0004,0.000,0.000
23.114,0.0323,-0.0000,-0.0004,0.000,0.000
23.118,0.0323,-0.0000,-0.0004,0.000,0.000
23.174,0.0323,-0.0000,-0.0004,0.000,0.000
23.228,0.0323,-0.0000,-0.0004,0.000,0.000
23.283,0.0323,-0.0000,-0.0004,0.000,0.000
23.336,0.0323,-0.0000,-0.0004,0.000,0.000
23.390,0.0323,-0.0000,-0.0004,0.000,0.000
23.442,0.0323,-0.0000,-0.0004,0.000,0.000
23.478,0.0323,-0.0000,-0.0004,0.000,0.000
23.480,0.0323,-0.0000,-0.0004,0.000,0.000
23.486,0.0323,-0.0000,-0.0004,0.000,0.000
23.538,0.0323,-0.0000,-0.0004,0.000,0.000
23.594,0.0323,-0.0000,-0.0004,0.000,0.000
23.643,0.0323,-0.0000,-0.0004,0.000,0.000
23.645,0.0323,-0.0000,-0.0004,0.000,0.000
23.651,0.0323,-0.0000,-0.0004,0.000,0.000
23.705,0.0323,-0.0000,-0.0004,0.000,0.000
23.759,0.0323,-0.0000,-0.0004,0.000,0.000
23.795,0.0323,-0.0000,-0.0004,0.000,0.000
23.797,0.0323,-0.0000,-0.0004,0.000,0.000
23.801,0.0323,-0.0000,-0.0004,0.000,0.000
23.855,0.0323,-0.0000,-0.0004,0.000,0.000
23.909,0.0323,-0.0000,-0.0004,0.000,0.000
23.933,0.0323,-0.0000,-0.0004,0.000,0.000
23.935,0.0323,-0.0000,-0.0004,0.000,0.000
23.940,0.0323,-0.0000,-0.0004,0.000,0.000
23.994,0.0323,-0.0000,-0.0004,0.000,0.000
24.048,0.0323,-0.0000,-0.0004,0.000,0.000
24.076,0.0323,-0.0000,-0.0004,0.000,0.000
24.077,0.0323,-0.0000,-0.0004,0.000,0.000
24.081,0.0323,-0.0000,-0.0004,0.000,0.000
24.134,0.0323,-0.0000,-0.0004,0.000,0.000
24.188,0.0323,-0.0000,-0.0004,0.000,0.000
24.217,0.0323,-0.0000,-0.0004,0.000,0.000
24.221,0.0323,-0.0000,-0.0004,0.000,0.000
24.226,0.0323,-0.0000,-0.0004,0.000,0.000
24.279,0.0323,-0.0000,-0.0004,0.000,0.000
24.332,0.0323,-0.0000,-0.0004,0.000,0.000
24.343,0.0323,-0.0000,-0.0004,0.000,0.000
24.346,0.0323,-0.0000,-0.0004,0.000,0.000
24.351,0.0323,-0.0000,-0.0004,0.000,0.000
24.404,0.0323,-0.0000,-0.0004,0.000,0.000
24.456,0.0323,-0.0000,-0.0004,0.000,0.000
24.478,0.0323,-0.0000,-0.0004,0.000,0.000
24.480,0.0323,-0.0000,-0.0004,0.000,0.000
24.485,0.0323,-0.0000,-0.0004,0.000,0.000
24.538,0.0323,-0.0000,-0.0004,0.000,0.000
24.592,0.0323,-0.0000,-0.0004,0.000,0.000
24.614,0.0323,-0.0000,-0.0004,0.000,0.000
24.616,0.0323,-0.0000,-0.0004,0.000,0.000
24.620,0.0323,-0.0000,-0.0004,0.000,0.000
24.680,0.0323,-0.0000,-0.0004,0.000,0.000
24.734,0.0323,-0.0000,-0.0004,0.000,0.000
