t,x,y,theta,v,w
12.517,0.0331,-0.0017,0.0471,0.000,0.000
12.569,0.0331,-0.0017,0.0471,0.000,0.000
12.623,0.0331,-0.0017,0.0471,0.000,0.000
12.677,0.0331,-0.0017,0.0471,0.000,0.000
12.731,0.0331,-0.0017,0.0471,0.000,0.000
12.784,0.0331,-0.0017,0.0471,0.000,0.000
12.838,0.0331,-0.0017,0.0471,0.000,0.000
12.891,0.0331,-0.0017,0.0471,0.000,0.000
12.944,0.0331,-0.0017,0.0471,0.000,0.000
12.964,0.0331,-0.0017,0.0471,0.000,0.000
12.969,0.0331,-0.0017,0.0474,0.001,0.058
13.073,0.0331,-0.0017,0.0552,0.000,0.075
13.125,0.0331,-0.0017,0.0598,-0.001,0.088
13.178,0.0331,-0.0017,0.0643,0.000,0.086
13.233,0.0331,-0.0017,0.0692,0.001,0.089
13.285,0.0332,-0.0017,0.0740,0.001,0.092
13.339,0.0331,-0.0017,0.0767,-0.001,0.050
13.392,0.0330,-0.0018,0.0741,-0.002,-0.048
13.444,0.0341,-0.0017,0.0658,0.020,-0.159
13.467,0.0345,-0.0016,0.0621,0.020,-0.159
13.470,0.0345,-0.0016,0.0619,0.007,-0.086
13.499,0.0346,-0.0016,0.0607,0.002,-0.040
13.551,0.0388,-0.0014,0.0607,0.080,-0.001
13.657,0.0492,-0.0008,0.0605,0.098,-0.002
13.714,0.0549,-0.0004,0.0605,0.103,0.000
13.768,0.0606,-0.0001,0.0608,0.106,0.006
13.820,0.0659,0.0003,0.0611,0.099,0.006
13.875,0.0691,0.0005,0.0609,0.060,-0.003
13.928,0.0705,0.0005,0.0585,0.025,-0.045
13.981,0.0705,0.0005,0.0583,0.001,-0.004
14.035,0.0705,0.0005,0.0582,-0.001,-0.002
14.088,0.0704,0.0005,0.0581,-0.001,-0.002
14.141,0.0704,0.0005,0.0581,0.000,0.000
14.194,0.0704,0.0005,0.0581,0.000,0.000
14.247,0.0704,0.0005,0.0581,0.000,0.000
14.300,0.0704,0.0005,0.0581,0.000,0.000
14.353,0.0704,0.0005,0.0581,0.000,0.000
14.406,0.0704,0.0005,0.0581,0.000,0.000
14.460,0.0704,0.0005,0.0581,0.000,0.000
14.514,0.0704,0.0005,0.0581,0.000,0.000
14.566,0.0704,0.0005,0.0581,0.000,0.000
14.618,0.0704,0.0005,0.0581,0.000,0.000
14.673,0.0704,0.0005,0.0581,0.000,0.000
14.727,0.0704,0.0005,0.0581,0.000,0.000
14.781,0.0704,0.0005,0.0581,0.000,0.000
14.835,0.0704,0.0005,0.0581,0.000,0.000
14.888,0.0704,0.0005,0.0581,0.000,0.000
14.941,0.0704,0.0005,0.0581,0.000,0.000
14.995,0.0704,0.0005,0.0581,0.000,0.000
15.047,0.0704,0.0005,0.0581,0.000,0.000
15.100,0.0704,0.0005,0.0581,0.000,0.000
15.149,0.0704,0.0005,0.0581,0.000,0.000
15.154,0.0704,0.0005,0.0584,-0.002,0.056
15.258,0.0704,0.0005,0.0666,0.000,0.079
15.312,0.0704,0.0005,0.0712,0.001,0.085
15.366,0.0704,0.0005,0.0758,0.000,0.087
15.419,0.0704,0.0005,0.0806,0.000,0.089
15.473,0.0704,0.0005,0.0855,0.000,0.091
15.526,0.0704,0.0005,0.0871,0.000,0.030
15.579,0.0702,0.0005,0.0859,-0.005,-0.023
15.634,0.0697,0.0005,0.0770,-0.009,-0.164
15.687,0.0692,0.0004,0.0743,-0.009,-0.051
15.740,0.0692,0.0004,0.0742,-0.001,-0.002
15.794,0.0691,0.0004,0.0741,-0.001,-0.002
15.800,0.0691,0.0004,0.0741,-0.001,-0.002
15.802,0.0691,0.0004,0.0740,-0.001,-0.045
15.911,0.0691,0.0004,0.0641,0.000,-0.091
15.964,0.0691,0.0004,0.0589,0.000,-0.097
16.017,0.0691,0.0004,0.0537,0.000,-0.098
16.070,0.0691,0.0004,0.0485,0.000,-0.098
16.123,0.0691,0.0004,0.0435,0.000,-0.095
16.177,0.0690,0.0004,0.0411,-0.002,-0.045
16.229,0.0690,0.0004,0.0411,0.000,0.000
16.283,0.0690,0.0004,0.0411,0.000,0.000
16.336,0.0690,0.0004,0.0411,0.000,0.000
16.388,0.0690,0.0004,0.0411,0.000,0.000
16.420,0.0690,0.0004,0.0411,0.000,0.000
16.422,0.0690,0.0004,0.0411,0.000,0.000
16.526,0.0690,0.0004,0.0411,0.000,0.000
16.579,0.0690,0.0004,0.0411,0.000,0.000
16.633,0.0690,0.0004,0.0411,0.000,0.000
16.689,0.0690,0.0004,0.0411,0.000,0.000
16.742,0.0690,0.0004,0.0411,0.000,0.000
16.797,0.0690,0.0004,0.0411,0.000,0.000
16.850,0.0690,0.0004,0.0411,0.000,0.000
16.903,0.0690,0.0004,0.0411,0.000,0.000
16.956,0.0690,0.0004,0.0411,0.000,0.000
17.009,0.0690,0.0004,0.0411,0.000,0.000
17.061,0.0690,0.0004,0.0411,0.000,0.000
17.115,0.0690,0.0004,0.0411,0.000,0.000
17.167,0.0690,0.0004,0.0411,0.000,0.000
17.220,0.0690,0.0004,0.0411,0.000,0.000
17.274,0.0690,0.0004,0.0411,0.000,0.000
17.327,0.0690,0.0004,0.0411,0.000,0.000
17.381,0.0690,0.0004,0.0411,0.000,0.000
17.436,0.0690,0.0004,0.0411,0.000,0.000
17.488,0.0690,0.0004,0.0411,0.000,0.000
17.542,0.0690,0.0004,0.0411,0.000,0.000
17.596,0.0690,0.0004,0.0411,0.000,0.000
17.649,0.0690,0.0004,0.0411,0.000,0.000
17.702,0.0690,0.0004,0.0411,0.000,0.000
17.755,0.0690,0.0004,0.0411,0.000,0.000
17.807,0.0690,0.0004,0.0411,0.000,0.000
17.861,0.0690,0.0004,0.0411,0.000,0.000
17.914,0.0690,0.0004,0.0411,0.000,0.000
17.966,0.0690,0.0004,0.0411,0.000,0.000
18.020,0.0690,0.0004,0.0411,0.000,0.000
18.073,0.0690,0.0004,0.0411,0.000,0.000
18.127,0.0690,0.0004,0.0411,0.000,0.000
18.181,0.0690,0.0004,0.0411,0.000,0.000
18.235,0.0690,0.0004,0.0411,0.000,0.000
