t,x,y,theta,v,w
6.152,0.0000,0.0000,0.0000,0.000,0.000
6.206,0.0000,0.0000,0.0000,0.000,0.000
6.254,0.0000,0.0000,0.0000,0.000,0.000
6.257,0.0000,0.0000,0.0000,0.000,0.000
6.288,0.0000,0.0000,0.0000,0.000,0.000
6.316,0.0000,0.0000,0.0000,0.000,0.000
6.347,-0.0001,0.0000,0.0000,-0.002,0.000
6.386,-0.0011,-0.0000,0.0000,-0.028,0.001
6.418,-0.0030,-0.0000,0.0000,-0.057,0.000
6.455,-0.0057,-0.0000,0.0001,-0.072,0.001
6.484,-0.0088,-0.0000,0.0001,-0.110,0.001
6.519,-0.0135,-0.0000,0.0001,-0.133,0.000
6.554,-0.0185,-0.0000,0.0002,-0.144,0.003
6.585,-0.0239,-0.0000,0.0002,-0.171,0.001
6.617,-0.0304,-0.0000,0.0006,-0.207,0.011
6.654,-0.0389,-0.0000,0.0006,-0.230,0.000
6.688,-0.0482,-0.0000,0.0005,-0.274,-0.003
6.719,-0.0578,-0.0000,0.0003,-0.304,-0.007
6.753,-0.0681,-0.0000,0.0000,-0.309,-0.007
6.788,-0.0787,-0.0000,0.0001,-0.300,0.001
6.892,-0.1098,-0.0000,0.0001,-0.300,0.000
6.944,-0.1256,-0.0000,0.0001,-0.300,0.000
6.997,-0.1414,-0.0000,0.0001,-0.301,0.000
7.050,-0.1575,-0.0000,0.0001,-0.301,0.000
7.104,-0.1737,-0.0000,0.0001,-0.300,0.000
7.158,-0.1888,-0.0000,0.0003,-0.283,0.005
7.211,-0.2026,-0.0000,0.0003,-0.258,0.000
7.264,-0.2143,-0.0000,0.0002,-0.219,-0.002
7.317,-0.2231,-0.0000,0.0001,-0.166,-0.002
7.373,-0.2302,-0.0000,0.0002,-0.129,0.002
7.426,-0.2348,-0.0000,0.0004,-0.087,0.003
7.479,-0.2365,-0.0000,0.0007,-0.031,0.006
7.533,-0.2367,-0.0000,0.0008,-0.005,0.002
7.586,-0.2367,-0.0000,0.0008,0.000,0.000
7.640,-0.2367,-0.0000,0.0008,0.000,0.000
7.694,-0.2367,-0.0000,0.0008,0.000,0.000
7.748,-0.2367,-0.0000,0.0008,0.000,0.000
7.803,-0.2367,-0.0000,0.0008,0.000,0.000
7.855,-0.2367,-0.0000,0.0008,0.000,0.000
7.908,-0.2367,-0.0000,0.0008,0.000,0.000
7.962,-0.2367,-0.0000,0.0008,0.000,0.000
7.990,-0.2367,-0.0000,0.0008,0.000,0.000
7.993,-0.2367,-0.0000,0.0008,0.000,0.000
8.099,-0.2367,-0.0000,0.0008,0.000,0.000
8.154,-0.2367,-0.0000,0.0008,0.000,0.000
8.210,-0.2367,-0.0000,0.0008,0.000,0.000
8.264,-0.2367,-0.0000,0.0008,0.000,0.000
8.318,-0.2367,-0.0000,0.0008,0.000,0.000
8.372,-0.2367,-0.0000,0.0008,0.000,0.000
8.427,-0.2367,-0.0000,0.0008,0.000,0.000
8.481,-0.2367,-0.0000,0.0008,0.000,0.000
8.487,-0.2367,-0.0000,0.0008,0.000,0.000
8.490,-0.2367,-0.0000,0.0008,0.000,0.000
8.527,-0.2367,-0.0000,0.0008,0.000,0.000
8.570,-0.2367,-0.0000,0.0008,0.000,0.000
8.604,-0.2367,-0.0000,0.0010,0.002,0.004
8.634,-0.2363,-0.0000,0.0013,0.011,0.011
8.668,-0.2348,-0.0000,0.0013,0.044,0.001
8.702,-0.2327,-0.0000,0.0015,0.064,0.006
8.721,-0.2308,-0.0000,0.0016,0.100,0.002
8.754,-0.2269,-0.0000,0.0018,0.117,0.006
8.785,-0.2221,-0.0000,0.0017,0.155,-0.002
8.817,-0.2157,-0.0000,0.0019,0.198,0.005
8.856,-0.2068,0.0000,0.0020,0.233,0.004
8.900,-0.1955,0.0000,0.0022,0.252,0.004
8.918,-0.1903,0.0000,0.0022,0.301,0.001
9.023,-0.1584,0.0001,0.0021,0.303,-0.001
9.078,-0.1419,0.0001,0.0020,0.301,-0.001
9.132,-0.1255,0.0002,0.0020,0.300,0.000
9.185,-0.1099,0.0002,0.0022,0.298,0.002
9.237,-0.0943,0.0002,0.0022,0.297,0.000
9.290,-0.0789,0.0003,0.0021,0.295,-0.001
9.344,-0.0645,0.0003,0.0019,0.264,-0.003
9.400,-0.0529,0.0003,0.0015,0.206,-0.007
9.454,-0.0435,0.0003,0.0014,0.176,-0.002
9.508,-0.0364,0.0004,0.0013,0.131,-0.002
9.562,-0.0315,0.0004,0.0013,0.091,0.000
9.618,-0.0289,0.0004,0.0012,0.047,-0.002
9.672,-0.0260,0.0004,0.0034,0.054,0.041
9.725,-0.0243,0.0004,0.0039,0.030,0.008
9.781,-0.0243,0.0004,0.0039,0.001,0.001
9.833,-0.0243,0.0004,0.0039,0.000,0.000
9.885,-0.0243,0.0004,0.0039,0.000,0.000
9.938,-0.0243,0.0004,0.0039,0.000,0.000
9.990,-0.0243,0.0004,0.0039,0.000,0.000
10.043,-0.0243,0.0004,0.0039,0.000,0.000
10.096,-0.0243,0.0004,0.0039,0.000,0.000
10.152,-0.0243,0.0004,0.0039,0.000,0.000
10.206,-0.0243,0.0004,0.0039,0.000,0.000
10.261,-0.0243,0.0004,0.0039,0.000,0.000
10.315,-0.0243,0.0004,0.0039,0.000,0.000
10.369,-0.0243,0.0004,0.0039,0.000,0.000
10.423,-0.0243,0.0004,0.0039,0.000,0.000
10.476,-0.0243,0.0004,0.0039,0.000,0.000
10.529,-0.0243,0.0004,0.0039,0.000,0.000
10.583,-0.0243,0.0004,0.0039,0.000,0.000
10.636,-0.0243,0.0004,0.0039,0.000,0.000
10.689,-0.0243,0.0004,0.0039,0.000,0.000
10.742,-0.0243,0.0004,0.0039,0.000,0.000
10.795,-0.0243,0.0004,0.0039,0.000,0.000
10.850,-0.0243,0.0004,0.0039,0.000,0.000
10.904,-0.0243,0.0004,0.0039,0.000,0.000
10.958,-0.0243,0.0004,0.0039,0.000,0.000
11.013,-0.0243,0.0004,0.0039,0.000,0.000
11.067,-0.0243,0.0004,0.0039,0.000,0.000
11.121,-0.0243,0.0004,0.0039,0.000,0.000
11.174,-0.0243,0.0004,0.0039,0.000,0.000
11.227,-0.0243,0.0004,0.0039,0.000,0.000
11.282,-0.0243,0.0004,0.0039,0.000,0.000
11.337,-0.0243,0.0004,0.0039,0.000,0.000
11.390,-0.0243,0.0004,0.0039,0.000,0.000
11.444,-0.0243,0.0004,0.0039,0.000,0.000
11.499,-0.0243,0.0004,0.0039,0.000,0.000
11.552,-0.0243,0.0004,0.0039,0.000,0.000
11.608,-0.0243,0.0004,0.0039,0.000,0.000
11.663,-0.0243,0.0004,0.0039,0.000,0.000
11.717,-0.0243,0.0004,0.0039,0.000,0.000
11.770,-0.0243,0.0004,0.0039,0.000,0.000
11.824,-0.0243,0.0004,0.0039,0.000,0.000
11.878,-0.0243,0.0004,0.0039,0.000,0.000
11.932,-0.0243,0.0004,0.0039,0.000,0.000
11.985,-0.0243,0.0004,0.0039,0.000,0.000
12.039,-0.0243,0.0004,0.0039,0.000,0.000
12.093,-0.0243,0.0004,0.0039,0.000,0.000
12.147,-0.0243,0.0004,0.0039,0.000,0.000
12.199,-0.0243,0.0004,0.0039,0.000,0.000
12.255,-0.0243,0.0004,0.0039,0.000,0.000
12.307,-0.0243,0.0004,0.0039,0.000,0.000
12.360,-0.0243,0.0004,0.0039,0.000,0.000
12.415,-0.0243,0.0004,0.0039,0.000,0.000
12.471,-0.0243,0.0004,0.0039,0.000,0.000
12.525,-0.0243,0.0004,0.0039,0.000,0.000
12.579,-0.0243,0.0004,0.0039,0.000,0.000
12.633,-0.0243,0.0004,0.0039,0.000,0.000
12.689,-0.0243,0.0004,0.0039,0.000,0.000
12.743,-0.0243,0.0004,0.0039,0.000,0.000
12.797,-0.0243,0.0004,0.0039,0.000,0.000
12.851,-0.0243,0.0004,0.0039,0.000,0.000
12.904,-0.0243,0.0004,0.0039,0.000,0.000
12.957,-0.0243,0.0004,0.0039,0.000,0.000
13.012,-0.0243,0.0004,0.0039,0.000,0.000
13.067,-0.0243,0.0004,0.0039,0.000,0.000
13.121,-0.0243,0.0004,0.0039,0.000,0.000
13.173,-0.0243,0.0004,0.0039,0.000,0.000
13.228,-0.0243,0.0004,0.0039,0.000,0.000
13.281,-0.0243,0.0004,0.0039,0.000,0.000
13.335,-0.0243,0.0004,0.0039,0.000,0.000
13.390,-0.0243,0.0004,0.0039,0.000,0.000
13.445,-0.0243,0.0004,0.0039,0.000,0.000
13.500,-0.0243,0.0004,0.0039,0.000,0.000
13.554,-0.0243,0.0004,0.0039,0.000,0.000
13.608,-0.0243,0.0004,0.0039,0.000,0.000
13.660,-0.0243,0.0004,0.0039,0.000,0.000
13.714,-0.0243,0.0004,0.0039,0.000,0.000
13.768,-0.0243,0.0004,0.0039,0.000,0.000
13.823,-0.0243,0.0004,0.0039,0.000,0.000
13.876,-0.0243,0.0004,0.0039,0.000,0.000
13.930,-0.0243,0.0004,0.0039,0.000,0.000
13.984,-0.0243,0.0004,0.0039,0.000,0.000
14.038,-0.0243,0.0004,0.0039,0.000,0.000
14.090,-0.0243,0.0004,0.0039,0.000,0.000
14.145,-0.0243,0.0004,0.0039,0.000,0.000
14.198,-0.0243,0.0004,0.0039,0.000,0.000
14.252,-0.0243,0.0004,0.0039,0.000,0.000
14.304,-0.0243,0.0004,0.0039,0.000,0.000
14.359,-0.0243,0.0004,0.0039,0.000,0.000
14.413,-0.0243,0.0004,0.0039,0.000,0.000
14.466,-0.0243,0.0004,0.0039,0.000,0.000
14.520,-0.0243,0.0004,0.0039,0.000,0.000
14.575,-0.0243,0.0004,0.0039,0.000,0.000
14.631,-0.0243,0.0004,0.0039,0.000,0.000
14.686,-0.0243,0.0004,0.0039,0.000,0.000
14.741,-0.0243,0.0004,0.0039,0.000,0.000
14.795,-0.0243,0.0004,0.0039,0.000,0.000
14.849,-0.0243,0.0004,0.0039,0.000,0.000
14.904,-0.0243,0.0004,0.0039,0.000,0.000
14.958,-0.0243,0.0004,0.0039,0.000,0.000
15.012,-0.0243,0.0004,0.0039,0.000,0.000
15.066,-0.0243,0.0004,0.0039,0.000,0.000
15.119,-0.0243,0.0004,0.0039,0.000,0.000
15.173,-0.0243,0.0004,0.0039,0.000,0.000
15.228,-0.0243,0.0004,0.0039,0.000,0.000
15.282,-0.0243,0.0004,0.0039,0.000,0.000
15.334,-0.0243,0.0004,0.0039,0.000,0.000
15.388,-0.0243,0.0004,0.0039,0.000,0.000
15.442,-0.0243,0.0004,0.0039,0.000,0.000
15.496,-0.0243,0.0004,0.0039,0.000,0.000
15.551,-0.0243,0.0004,0.0039,0.000,0.000
15.606,-0.0243,0.0004,0.0039,0.000,0.000
15.660,-0.0243,0.0004,0.0039,0.000,0.000
15.715,-0.0243,0.0004,0.0039,0.000,0.000
15.770,-0.0243,0.0004,0.0039,0.000,0.000
15.823,-0.0243,0.0004,0.0039,0.000,0.000
15.877,-0.0243,0.0004,0.0039,0.000,0.000
15.932,-0.0243,0.0004,0.0039,0.000,0.000
15.986,-0.0243,0.0004,0.0039,0.000,0.000
16.042,-0.0243,0.0004,0.0039,0.000,0.000
16.096,-0.0243,0.0004,0.0039,0.000,0.000
16.148,-0.0243,0.0004,0.0039,0.000,0.000
16.200,-0.0243,0.0004,0.0039,0.000,0.000
16.255,-0.0243,0.0004,0.0039,0.000,0.000
16.308,-0.0243,0.0004,0.0039,0.000,0.000
16.361,-0.0243,0.0004,0.0039,0.000,0.000
16.414,-0.0243,0.0004,0.0039,0.000,0.000
16.467,-0.0243,0.0004,0.0039,0.000,0.000
16.520,-0.0243,0.0004,0.0039,0.000,0.000
16.573,-0.0243,0.0004,0.0039,0.000,0.000
16.626,-0.0243,0.0004,0.0039,0.000,0.000
16.679,-0.0243,0.0004,0.0039,0.000,0.000
16.734,-0.0243,0.0004,0.0039,0.000,0.000
16.789,-0.0243,0.0004,0.0039,0.000,0.000
16.844,-0.0243,0.0004,0.0039,0.000,0.000
16.897,-0.0243,0.0004,0.0039,0.000,0.000
16.951,-0.0243,0.0004,0.0039,0.000,0.000
17.005,-0.0243,0.0004,0.0039,0.000,0.000
17.058,-0.0243,0.0004,0.0039,0.000,0.000
17.111,-0.0243,0.0004,0.0039,0.000,0.000
17.165,-0.0243,0.0004,0.0039,0.000,0.000
17.219,-0.0243,0.0004,0.0039,0.000,0.000
17.272,-0.0243,0.0004,0.0039,0.000,0.000
17.326,-0.0243,0.0004,0.0039,0.000,0.000
17.378,-0.0243,0.0004,0.0039,0.000,0.000
17.433,-0.0243,0.0004,0.0039,0.000,0.000
17.487,-0.0243,0.0004,0.0039,0.000,0.000
17.543,-0.0243,0.0004,0.0039,0.000,0.000
17.597,-0.0243,0.0004,0.0039,0.000,0.000
17.653,-0.0243,0.0004,0.0039,0.000,0.000
17.709,-0.0243,0.0004,0.0039,0.000,0.000
17.763,-0.0243,0.0004,0.0039,0.000,0.000
17.819,-0.0243,0.0004,0.0039,0.000,0.000
17.874,-0.0243,0.0004,0.0039,0.000,0.000
17.928,-0.0243,0.0004,0.0039,0.000,0.000
17.982,-0.0243,0.0004,0.0039,0.000,0.000
18.037,-0.0243,0.0004,0.0039,0.000,0.000
18.091,-0.0243,0.0004,0.0039,0.000,0.000
18.147,-0.0243,0.0004,0.0039,0.000,0.000
18.200,-0.0243,0.0004,0.0039,0.000,0.000
18.257,-0.0243,0.0004,0.0039,0.000,0.000
18.310,-0.0243,0.0004,0.0039,0.000,0.000
18.362,-0.0243,0.0004,0.0039,0.000,0.000
18.418,-0.0243,0.0004,0.0039,0.000,0.000
18.475,-0.0243,0.0004,0.0039,0.000,0.000
18.530,-0.0243,0.0004,0.0039,0.000,0.000
18.584,-0.0243,0.0004,0.0039,0.000,0.000
18.639,-0.0243,0.0004,0.0039,0.000,0.000
18.694,-0.0243,0.0004,0.0039,0.000,0.000
18.751,-0.0243,0.0004,0.0039,0.000,0.000
18.806,-0.0243,0.0004,0.0039,0.000,0.000
18.861,-0.0243,0.0004,0.0039,0.000,0.000
18.915,-0.0243,0.0004,0.0039,0.000,0.000
18.968,-0.0243,0.0004,0.0039,0.000,0.000
19.026,-0.0243,0.0004,0.0039,0.000,0.000
19.079,-0.0243,0.0004,0.0039,0.000,0.000
19.135,-0.0243,0.0004,0.0039,0.000,0.000
19.189,-0.0243,0.0004,0.0039,0.000,0.000
19.242,-0.0243,0.0004,0.0039,0.000,0.000
19.295,-0.0243,0.0004,0.0039,0.000,0.000
19.348,-0.0243,0.0004,0.0039,0.000,0.000
19.402,-0.0243,0.0004,0.0039,0.000,0.000
19.454,-0.0243,0.0004,0.0039,0.000,0.000
19.508,-0.0243,0.0004,0.0039,0.000,0.000
19.561,-0.0243,0.0004,0.0039,0.000,0.000
19.615,-0.0243,0.0004,0.0039,0.000,0.000
19.669,-0.0243,0.0004,0.0039,0.000,0.000
19.722,-0.0243,0.0004,0.0039,0.000,0.000
19.778,-0.0243,0.0004,0.0039,0.000,0.000
19.835,-0.0243,0.0004,0.0039,0.000,0.000
19.892,-0.0243,0.0004,0.0039,0.000,0.000
19.947,-0.0243,0.0004,0.0039,0.000,0.000
20.002,-0.0243,0.0004,0.0039,0.000,0.000
20.057,-0.0243,0.0004,0.0039,0.000,0.000
20.110,-0.0243,0.0004,0.0039,0.000,0.000
20.164,-0.0243,0.0004,0.0039,0.000,0.000
20.219,-0.0243,0.0004,0.0039,0.000,0.000
20.274,-0.0243,0.0004,0.0039,0.000,0.000
20.326,-0.0243,0.0004,0.0039,0.000,0.000
20.380,-0.0243,0.0004,0.0039,0.000,0.000
20.435,-0.0243,0.0004,0.0039,0.000,0.000
20.490,-0.0243,0.0004,0.0039,0.000,0.000
20.543,-0.0243,0.0004,0.0039,0.000,0.000
20.597,-0.0243,0.0004,0.0039,0.000,0.000
20.652,-0.0243,0.0004,0.0039,0.000,0.000
20.707,-0.0243,0.0004,0.0039,0.000,0.000
20.760,-0.0243,0.0004,0.0039,0.000,0.000
20.814,-0.0243,0.0004,0.0039,0.000,0.000
20.867,-0.0243,0.0004,0.0039,0.000,0.000
20.921,-0.0243,0.0004,0.0039,0.000,0.000
20.975,-0.0243,0.0004,0.0039,0.000,0.000
21.030,-0.0243,0.0004,0.0039,0.000,0.000
21.084,-0.0243,0.0004,0.0039,0.000,0.000
21.139,-0.0243,0.0004,0.0039,0.000,0.000
21.191,-0.0243,0.0004,0.0039,0.000,0.000
21.247,-0.0243,0.0004,0.0039,0.000,0.000
21.300,-0.0243,0.0004,0.0039,0.000,0.000
21.353,-0.0243,0.0004,0.0039,0.000,0.000
21.410,-0.0243,0.0004,0.0039,0.000,0.000
21.464,-0.0243,0.0004,0.0039,0.000,0.000
21.518,-0.0243,0.0004,0.0039,0.000,0.000
21.571,-0.0243,0.0004,0.0039,0.000,0.000
21.625,-0.0243,0.0004,0.0039,0.000,0.000
21.678,-0.0243,0.0004,0.0039,0.000,0.000
21.731,-0.0243,0.0004,0.0039,0.000,0.000
21.785,-0.0243,0.0004,0.0039,0.000,0.000
21.838,-0.0243,0.0004,0.0039,0.000,0.000
21.894,-0.0243,0.0004,0.0039,0.000,0.000
21.949,-0.0243,0.0004,0.0039,0.000,0.000
22.002,-0.0243,0.0004,0.0039,0.000,0.000
22.056,-0.0243,0.0004,0.0039,0.000,0.000
22.111,-0.0243,0.0004,0.0039,0.000,0.000
22.165,-0.0243,0.0004,0.0039,0.000,0.000
22.219,-0.0243,0.0004,0.0039,0.000,0.000
22.274,-0.0243,0.0004,0.0039,0.000,0.000
22.329,-0.0243,0.0004,0.0039,0.000,0.000
22.382,-0.0243,0.0004,0.0039,0.000,0.000
22.436,-0.0243,0.0004,0.0039,0.000,0.000
22.490,-0.0243,0.0004,0.0039,0.000,0.000
22.544,-0.0243,0.0004,0.0039,0.000,0.000
22.597,-0.0243,0.0004,0.0039,0.000,0.000
22.651,-0.0243,0.0004,0.0039,0.000,0.000
22.708,-0.0243,0.0004,0.0039,0.000,0.000
22.762,-0.0243,0.0004,0.0039,0.000,0.000
22.815,-0.0243,0.0004,0.0039,0.000,0.000
22.868,-0.0243,0.0004,0.0039,0.000,0.000
22.921,-0.0243,0.0004,0.0039,0.000,0.000
22.974,-0.0243,0.0004,0.0039,0.000,0.000
23.027,-0.0243,0.0004,0.0039,0.000,0.000
23.081,-0.0243,0.0004,0.0039,0.000,0.000
23.134,-0.0243,0.0004,0.0039,0.000,0.000
23.187,-0.0243,0.0004,0.0039,0.000,0.000
23.240,-0.0243,0.0004,0.0039,0.000,0.000
23.294,-0.0243,0.0004,0.0039,0.000,0.000
23.348,-0.0243,0.0004,0.0039,0.000,0.000
23.402,-0.0243,0.0004,0.0039,0.000,0.000
23.456,-0.0243,0.0004,0.0039,0.000,0.000
23.510,-0.0243,0.0004,0.0039,0.000,0.000
23.563,-0.0243,0.0004,0.0039,0.000,0.000
23.615,-0.0243,0.0004,0.0039,0.000,0.000
23.669,-0.0243,0.0004,0.0039,0.000,0.000
23.722,-0.0243,0.0004,0.0039,0.000,0.000
23.775,-0.0243,0.0004,0.0039,0.000,0.000
23.830,-0.0243,0.0004,0.0039,0.000,0.000
23.883,-0.0243,0.0004,0.0039,0.000,0.000
23.937,-0.0243,0.0004,0.0039,0.000,0.000
23.990,-0.0243,0.0004,0.0039,0.000,0.000
24.044,-0.0243,0.0004,0.0039,0.000,0.000
24.097,-0.0243,0.0004,0.0039,0.000,0.000
24.152,-0.0243,0.0004,0.0039,0.000,0.000
24.206,-0.0243,0.0004,0.0039,0.000,0.000
24.259,-0.0243,0.0004,0.0039,0.000,0.000
24.312,-0.0243,0.0004,0.0039,0.000,0.000
24.365,-0.0243,0.0004,0.0039,0.000,0.000
24.418,-0.0243,0.0004,0.0039,0.000,0.000
24.472,-0.0243,0.0004,0.0039,0.000,0.000
24.526,-0.0243,0.0004,0.0039,0.000,0.000
24.579,-0.0243,0.0004,0.0039,0.000,0.000
24.632,-0.0243,0.0004,0.0039,0.000,0.000
24.686,-0.0243,0.0004,0.0039,0.000,0.000
24.739,-0.0243,0.0004,0.0039,0.000,0.000
24.794,-0.0243,0.0004,0.0039,0.000,0.000
24.847,-0.0243,0.0004,0.0039,0.000,0.000
24.900,-0.0243,0.0004,0.0039,0.000,0.000
24.955,-0.0243,0.0004,0.0039,0.000,0.000
25.009,-0.0243,0.0004,0.0039,0.000,0.000
25.062,-0.0243,0.0004,0.0039,0.000,0.000
25.117,-0.0243,0.0004,0.0039,0.000,0.000
25.170,-0.0243,0.0004,0.0039,0.000,0.000
25.224,-0.0243,0.0004,0.0039,0.000,0.000
25.281,-0.0243,0.0004,0.0039,0.000,0.000
25.338,-0.0243,0.0004,0.0039,0.000,0.000
25.392,-0.0243,0.0004,0.0039,0.000,0.000
25.446,-0.0243,0.0004,0.0039,0.000,0.000
25.500,-0.0243,0.0004,0.0039,0.000,0.000
25.555,-0.0243,0.0004,0.0039,0.000,0.000
25.611,-0.0243,0.0004,0.0039,0.000,0.000
25.668,-0.0243,0.0004,0.0039,0.000,0.000
25.722,-0.0243,0.0004,0.0039,0.000,0.000
25.778,-0.0243,0.0004,0.0039,0.000,0.000
25.833,-0.0243,0.0004,0.0039,0.000,0.000
25.887,-0.0243,0.0004,0.0039,0.000,0.000
25.941,-0.0243,0.0004,0.0039,0.000,0.000
25.996,-0.0243,0.0004,0.0039,0.000,0.000
26.050,-0.0243,0.0004,0.0039,0.000,0.000
26.104,-0.0243,0.0004,0.0039,0.000,0.000
26.157,-0.0243,0.0004,0.0039,0.000,0.000
26.209,-0.0243,0.0004,0.0039,0.000,0.000
26.264,-0.0243,0.0004,0.0039,0.000,0.000
26.318,-0.0243,0.0004,0.0039,0.000,0.000
26.372,-0.0243,0.0004,0.0039,0.000,0.000
26.433,-0.0243,0.0004,0.0039,0.000,0.000
26.486,-0.0243,0.0004,0.0039,0.000,0.000
26.539,-0.0243,0.0004,0.0039,0.000,0.000
26.593,-0.0243,0.0004,0.0039,0.000,0.000
26.646,-0.0243,0.0004,0.0039,0.000,0.000
26.700,-0.0243,0.0004,0.0039,0.000,0.000
26.756,-0.0243,0.0004,0.0039,0.000,0.000
26.810,-0.0243,0.0004,0.0039,0.000,0.000
26.863,-0.0243,0.0004,0.0039,0.000,0.000
26.918,-0.0243,0.0004,0.0039,0.000,0.000
26.972,-0.0243,0.0004,0.0039,0.000,0.000
27.026,-0.0243,0.0004,0.0039,0.000,0.000
27.081,-0.0243,0.0004,0.0039,0.000,0.000
