t,x,y,theta,v,w
1.175,0.0000,0.0000,0.0000,0.000,0.000
1.182,0.0000,0.0000,0.0000,0.000,0.000
1.189,0.0000,0.0000,0.0000,0.000,0.000
1.197,0.0000,0.0000,0.0000,0.000,0.000
1.204,0.0000,0.0000,0.0000,0.000,0.000
1.212,0.0000,0.0000,0.0000,0.000,0.000
1.219,0.0000,0.0000,0.0000,0.000,0.000
1.227,0.0000,0.0000,0.0000,0.000,0.000
1.235,0.0000,0.0000,0.0000,0.000,0.000
1.243,0.0000,0.0000,0.0000,0.000,0.000
1.250,0.0000,0.0000,0.0000,0.000,0.000
1.258,0.0000,0.0000,0.0000,0.000,0.000
1.266,0.0000,0.0000,0.0000,0.000,0.000
1.273,0.0000,0.0000,0.0000,0.000,0.000
1.280,0.0000,0.0000,0.0000,0.000,0.000
1.287,0.0000,0.0000,0.0000,0.000,0.000
1.295,0.0000,0.0000,0.0000,0.000,0.000
1.302,0.0000,0.0000,0.0000,0.000,0.000
1.309,0.0000,0.0000,0.0000,0.000,0.000
1.317,0.0000,0.0000,0.0000,0.000,0.000
1.325,0.0000,0.0000,0.0000,0.000,0.000
1.333,0.0000,0.0000,0.0000,0.000,0.000
1.341,0.0000,0.0000,0.0000,0.000,0.000
1.350,0.0000,0.0000,0.0000,0.000,0.000
1.358,0.0000,0.0000,0.0000,0.000,0.000
1.367,0.0000,0.0000,0.0000,0.000,0.000
1.376,0.0000,0.0000,0.0000,0.000,0.000
1.383,0.0000,0.0000,0.0000,0.000,0.000
1.390,0.0000,0.0000,0.0000,0.000,0.000
1.398,0.0000,0.0000,0.0000,0.000,0.000
1.406,0.0000,0.0000,0.0000,0.000,0.000
1.415,0.0000,0.0000,0.0000,0.000,0.000
1.423,0.0000,0.0000,0.0000,0.000,0.000
1.432,0.0000,0.0000,0.0000,0.000,0.000
1.439,0.0000,0.0000,0.0000,0.000,0.000
1.447,0.0000,0.0000,0.0000,0.000,0.000
1.456,0.0000,0.0000,0.0000,0.000,0.000
1.463,0.0000,0.0000,0.0000,0.000,0.000
1.471,0.0000,0.0000,0.0000,0.000,0.000
1.478,0.0000,0.0000,0.0000,0.000,0.000
1.487,0.0000,0.0000,0.0000,0.000,0.000
1.495,0.0000,0.0000,0.0000,0.000,0.000
1.502,0.0000,0.0000,0.0000,0.000,0.000
1.510,0.0000,0.0000,0.0000,0.000,0.000
1.517,0.0000,0.0000,0.0000,0.000,0.000
1.524,0.0000,0.0000,0.0000,0.000,0.000
1.532,0.0000,0.0000,0.0000,0.000,0.000
1.539,0.0000,0.0000,0.0000,0.000,0.000
1.547,0.0000,0.0000,0.0000,0.000,0.000
1.556,0.0000,0.0000,0.0000,0.000,0.000
1.563,0.0000,0.0000,0.0000,0.000,0.000
1.570,0.0000,0.0000,0.0000,0.000,0.000
1.577,0.0000,0.0000,0.0000,0.000,0.000
1.584,0.0000,0.0000,0.0000,0.000,0.000
1.591,0.0000,0.0000,0.0000,0.000,0.000
1.599,0.0000,0.0000,0.0000,0.000,0.000
1.606,0.0000,0.0000,0.0000,0.000,0.000
1.614,0.0000,0.0000,0.0000,0.000,0.000
1.622,0.0000,0.0000,0.0000,0.000,0.000
1.629,0.0000,0.0000,0.0000,0.000,0.000
1.638,0.0000,0.0000,0.0000,0.000,0.000
1.646,0.0000,0.0000,0.0000,0.000,0.000
1.655,0.0000,0.0000,0.0000,0.000,0.000
1.663,0.0000,0.0000,0.0000,0.000,0.000
1.672,0.0000,0.0000,0.0000,0.000,0.000
1.680,0.0000,0.0000,0.0000,0.000,0.000
1.688,0.0000,0.0000,0.0000,0.000,0.000
1.699,0.0000,0.0000,0.0000,0.000,0.000
1.706,0.0000,0.0000,0.0000,0.000,0.000
1.715,0.0000,0.0000,0.0000,0.000,0.000
1.723,0.0000,0.0000,0.0000,0.000,0.000
1.730,0.0000,0.0000,0.0000,0.000,0.000
1.739,0.0000,0.0000,0.0000,0.000,0.000
1.747,0.0000,0.0000,0.0000,0.000,0.000
1.755,0.0000,0.0000,0.0000,0.000,0.000
1.763,0.0000,0.0000,0.0000,0.000,0.000
1.770,0.0000,0.0000,0.0000,0.000,0.000
1.779,0.0000,0.0000,0.0000,0.000,0.000
1.786,0.0000,0.0000,0.0000,0.000,0.000
1.793,0.0000,0.0000,0.0000,0.000,0.000
1.801,0.0000,0.0000,0.0000,0.000,0.000
1.809,0.0000,0.0000,0.0000,0.000,0.000
1.817,0.0000,0.0000,0.0000,0.000,0.000
1.823,0.0000,0.0000,0.0000,0.000,0.000
1.831,0.0000,0.0000,0.0000,0.000,0.000
1.838,0.0000,0.0000,0.0000,0.000,0.000
1.846,0.0000,0.0000,0.0000,0.000,0.000
1.853,0.0000,0.0000,0.0000,0.000,0.000
1.860,0.0000,0.0000,0.0000,0.000,0.000
1.867,0.0000,0.0000,0.0000,0.000,0.000
1.875,0.0000,0.0000,0.0000,0.000,0.000
1.882,0.0000,0.0000,0.0000,0.000,0.000
1.891,0.0000,0.0000,0.0000,0.000,0.000
1.899,0.0000,0.0000,0.0000,0.000,0.000
1.907,0.0000,0.0000,0.0000,0.000,0.000
1.917,0.0000,0.0000,0.0000,0.000,0.000
1.925,0.0000,0.0000,0.0000,0.000,0.000
1.935,0.0000,0.0000,0.0000,0.000,0.000
1.943,0.0000,0.0000,0.0000,0.000,0.000
1.951,0.0000,0.0000,0.0000,0.000,0.000
1.961,0.0000,0.0000,0.0000,0.000,0.000
1.968,0.0000,0.0000,0.0000,0.000,0.000
1.976,0.0000,0.0000,0.0000,0.000,0.000
1.983,0.0000,0.0000,0.0000,0.000,0.000
1.990,0.0000,0.0000,0.0000,0.000,0.000
1.998,0.0000,0.0000,0.0000,0.000,0.000
2.005,0.0000,0.0000,0.0000,0.000,0.000
2.013,0.0000,0.0000,0.0000,0.000,0.000
2.021,0.0000,0.0000,0.0000,0.000,0.000
2.028,0.0000,0.0000,0.0000,0.000,0.000
2.036,0.0000,0.0000,0.0000,0.000,0.000
2.043,0.0000,0.0000,0.0000,0.000,0.000
2.050,0.0000,0.0000,0.0000,0.000,0.000
2.058,0.0000,0.0000,0.0000,0.000,0.000
2.066,0.0000,0.0000,0.0000,0.000,0.000
2.073,0.0000,0.0000,0.0000,0.000,0.000
2.080,0.0000,0.0000,0.0000,0.000,0.000
2.088,0.0000,0.0000,0.0000,0.000,0.000
2.096,0.0000,0.0000,0.0000,0.000,0.000
2.103,0.0000,0.0000,0.0000,0.000,0.000
2.112,0.0000,0.0000,0.0000,0.000,0.000
2.122,0.0000,0.0000,0.0000,0.000,0.000
2.132,0.0000,0.0000,0.0000,0.000,0.000
2.140,0.0000,0.0000,0.0000,0.000,0.000
2.148,0.0000,0.0000,0.0000,0.000,0.000
2.157,0.0000,0.0000,0.0000,0.000,0.000
2.165,0.0000,0.0000,0.0000,0.000,0.000
2.173,0.0000,0.0000,0.0000,0.000,0.000
2.181,0.0000,0.0000,0.0000,0.000,0.000
2.189,0.0000,0.0000,0.0000,0.000,0.000
2.197,0.0000,0.0000,0.0000,0.000,0.000
2.204,0.0000,0.0000,0.0000,0.000,0.000
2.212,0.0000,0.0000,0.0000,0.000,0.000
2.219,0.0000,0.0000,0.0000,0.000,0.000
2.226,0.0000,0.0000,0.0000,0.000,0.000
2.236,0.0000,0.0000,0.0000,0.000,0.000
2.243,0.0000,0.0000,0.0000,0.000,0.000
2.251,0.0000,0.0000,0.0000,0.000,0.000
2.258,0.0000,0.0000,0.0000,0.000,0.000
2.266,0.0000,0.0000,0.0000,0.000,0.000
2.276,0.0000,0.0000,0.0000,0.000,0.000
2.285,0.0000,0.0000,0.0000,0.000,0.000
2.292,0.0000,0.0000,0.0000,0.000,0.000
2.301,0.0000,0.0000,0.0000,0.000,0.000
2.308,0.0000,0.0000,0.0000,0.000,0.000
2.317,0.0000,0.0000,0.0000,0.000,0.000
2.325,0.0000,0.0000,0.0000,0.000,0.000
2.333,0.0000,0.0000,0.0000,0.000,0.000
2.340,0.0000,0.0000,0.0000,0.000,0.000
2.348,0.0000,0.0000,0.0000,0.000,0.000
2.357,0.0000,0.0000,0.0000,0.000,0.000
2.365,0.0000,0.0000,0.0000,0.000,0.000
2.372,0.0000,0.0000,0.0000,0.000,0.000
2.380,0.0000,0.0000,0.0000,0.000,0.000
2.387,0.0000,0.0000,0.0000,0.000,0.000
2.495,0.0000,0.0000,0.0000,0.000,0.000
2.503,0.0000,0.0000,0.0000,0.000,0.000
2.510,0.0000,0.0000,0.0000,0.000,0.000
2.518,0.0000,0.0000,0.0000,0.000,0.000
2.527,0.0000,0.0000,0.0000,0.000,0.000
2.536,0.0000,0.0000,0.0000,0.000,0.000
2.544,0.0000,0.0000,0.0000,0.000,0.000
2.553,0.0000,0.0000,0.0000,0.000,0.000
2.561,0.0000,0.0000,0.0000,0.000,0.000
2.568,0.0000,0.0000,0.0000,0.000,0.000
2.577,0.0000,0.0000,0.0000,0.000,0.000
2.584,0.0000,0.0000,0.0000,0.000,0.000
2.591,0.0000,0.0000,0.0000,0.000,0.000
2.599,0.0000,0.0000,0.0000,0.000,0.000
2.606,0.0000,0.0000,0.0000,0.000,0.000
2.613,0.0000,0.0000,0.0000,0.000,0.000
2.621,0.0000,0.0000,0.0000,0.000,0.000
2.628,0.0000,0.0000,0.0000,0.000,0.000
2.636,0.0000,0.0000,0.0000,0.000,0.000
2.644,0.0000,0.0000,0.0000,0.000,0.000
2.651,0.0000,0.0000,0.0000,0.000,0.000
2.658,0.0000,0.0000,0.0000,0.000,0.000
2.665,0.0000,0.0000,0.0000,0.000,0.000
2.672,0.0000,0.0000,0.0000,0.000,0.000
2.683,0.0000,0.0000,0.0000,0.000,0.000
2.690,0.0000,0.0000,0.0000,0.000,0.000
2.698,0.0000,0.0000,0.0000,0.000,0.000
2.706,0.0000,0.0000,0.0000,0.000,0.000
2.713,0.0000,0.0000,0.0000,0.000,0.000
2.720,0.0000,0.0000,0.0000,0.000,0.000
2.727,0.0000,0.0000,0.0000,0.000,0.000
2.736,0.0000,0.0000,0.0000,0.000,0.000
2.743,0.0000,0.0000,0.0000,0.000,0.000
2.750,0.0000,0.0000,0.0000,0.000,0.000
2.758,0.0000,0.0000,0.0000,0.000,0.000
2.765,0.0000,0.0000,0.0000,0.000,0.000
2.773,0.0000,0.0000,0.0000,0.000,0.000
2.780,0.0000,0.0000,0.0000,0.000,0.000
2.788,0.0000,0.0000,0.0000,0.000,0.000
2.797,0.0000,0.0000,0.0000,0.000,0.000
2.805,0.0000,0.0000,0.0000,0.000,0.000
2.814,0.0000,0.0000,0.0000,0.000,0.000
2.822,0.0000,0.0000,0.0000,0.000,0.000
2.830,0.0000,0.0000,0.0000,0.000,0.000
2.839,0.0000,0.0000,0.0000,0.000,0.000
2.848,0.0000,0.0000,0.0000,0.000,0.000
2.857,0.0000,0.0000,0.0000,0.000,0.000
2.864,0.0000,0.0000,0.0000,0.000,0.000
2.872,0.0000,0.0000,0.0000,0.000,0.000
2.881,0.0000,0.0000,0.0000,0.000,0.000
2.889,0.0000,0.0000,0.0000,0.000,0.000
2.896,0.0000,0.0000,0.0000,0.000,0.000
2.904,0.0000,0.0000,0.0000,0.000,0.000
2.911,0.0000,0.0000,0.0000,0.000,0.000
2.918,0.0000,0.0000,0.0000,0.000,0.000
2.925,0.0000,0.0000,0.0000,0.000,0.000
2.932,0.0000,0.0000,0.0000,0.000,0.000
2.940,0.0000,0.0000,0.0000,0.000,0.000
2.947,0.0000,0.0000,0.0000,0.000,0.000
2.955,0.0000,0.0000,0.0000,0.000,0.000
2.963,0.0000,0.0000,0.0000,0.000,0.000
2.971,0.0000,0.0000,0.0000,0.000,0.000
2.979,0.0000,0.0000,0.0000,0.000,0.000
2.986,0.0000,0.0000,0.0000,0.000,0.000
2.995,0.0000,0.0000,0.0000,0.000,0.000
3.003,0.0000,0.0000,0.0000,0.000,0.000
3.011,0.0000,0.0000,0.0000,0.000,0.000
3.019,0.0000,0.0000,0.0000,0.000,0.000
3.026,0.0000,0.0000,0.0000,0.000,0.000
3.033,0.0000,0.0000,0.0000,0.000,0.000
3.040,0.0000,0.0000,0.0000,0.000,0.000
3.047,0.0000,0.0000,0.0000,0.000,0.000
3.055,0.0000,0.0000,0.0000,0.000,0.000
3.063,0.0000,0.0000,0.0000,0.000,0.000
3.070,0.0000,0.0000,0.0000,0.000,0.000
3.079,0.0000,0.0000,0.0000,0.000,0.000
3.087,0.0000,0.0000,0.0000,0.000,0.000
3.094,0.0000,0.0000,0.0000,0.000,0.000
3.101,0.0000,0.0000,0.0000,0.000,0.000
3.109,0.0000,0.0000,0.0000,0.000,0.000
3.117,0.0000,0.0000,0.0000,0.000,0.000
3.125,0.0000,0.0000,0.0000,0.000,0.000
3.132,0.0000,0.0000,0.0000,0.000,0.000
3.140,0.0000,0.0000,0.0000,0.000,0.000
3.147,0.0000,0.0000,0.0000,0.000,0.000
3.157,0.0000,0.0000,0.0000,0.000,0.000
3.164,0.0000,0.0000,0.0000,0.000,0.000
3.171,0.0000,0.0000,0.0000,0.000,0.000
3.180,0.0000,0.0000,0.0000,0.000,0.000
3.187,0.0000,0.0000,0.0000,0.000,0.000
3.196,0.0000,0.0000,0.0000,0.000,0.000
3.203,0.0000,0.0000,0.0000,0.000,0.000
3.211,0.0000,0.0000,0.0000,0.000,0.000
3.218,0.0000,0.0000,0.0000,0.000,0.000
3.226,0.0000,0.0000,0.0000,0.000,0.000
3.233,0.0000,0.0000,0.0000,0.000,0.000
3.240,0.0000,0.0000,0.0000,0.000,0.000
3.248,0.0000,0.0000,0.0000,0.000,0.000
3.257,0.0000,0.0000,0.0000,0.000,0.000
3.265,0.0000,0.0000,0.0000,0.000,0.000
3.272,0.0000,0.0000,0.0000,0.000,0.000
3.280,0.0000,0.0000,0.0000,0.000,0.000
3.288,0.0000,0.0000,0.0000,0.000,0.000
3.296,0.0000,0.0000,0.0000,0.000,0.000
3.304,0.0000,0.0000,0.0000,0.000,0.000
3.312,0.0000,0.0000,0.0000,0.000,0.000
3.315,0.0000,0.0000,0.0000,0.000,0.000
3.419,0.0000,0.0000,0.0000,0.000,0.000
3.427,0.0000,0.0000,0.0000,0.000,0.000
3.436,0.0000,0.0000,0.0000,0.000,0.000
3.444,0.0000,0.0000,0.0000,0.000,0.000
3.452,0.0000,0.0000,0.0000,0.000,0.000
3.459,0.0000,0.0000,0.0000,0.000,0.000
3.467,0.0000,0.0000,0.0000,0.000,0.000
3.475,0.0000,0.0000,0.0000,0.000,0.000
3.483,0.0000,0.0000,0.0000,0.000,0.000
3.490,0.0000,0.0000,0.0000,0.000,0.000
3.499,0.0000,0.0000,0.0000,0.000,0.000
3.506,0.0000,0.0000,0.0000,0.000,0.000
3.514,0.0000,0.0000,0.0000,0.000,0.000
3.521,0.0000,0.0000,0.0000,0.000,0.000
3.529,0.0000,0.0000,0.0000,0.000,0.000
3.537,0.0000,0.0000,0.0000,0.000,0.000
3.544,0.0000,0.0000,0.0000,0.000,0.000
3.553,0.0000,0.0000,0.0000,0.000,0.000
3.560,0.0000,0.0000,0.0000,0.000,0.000
3.568,0.0000,0.0000,0.0000,0.000,0.000
3.577,0.0000,0.0000,0.0000,0.000,0.000
3.586,0.0000,0.0000,0.0000,0.000,0.000
3.593,0.0000,0.0000,0.0000,0.000,0.000
3.601,0.0000,0.0000,0.0000,0.000,0.000
3.608,0.0000,0.0000,0.0000,0.000,0.000
3.616,0.0000,0.0000,0.0000,0.000,0.000
3.624,0.0000,0.0000,0.0000,0.000,0.000
3.632,0.0000,0.0000,0.0000,0.000,0.000
3.640,0.0000,0.0000,0.0000,0.000,0.000
3.647,0.0000,0.0000,0.0000,0.000,0.000
3.656,0.0000,0.0000,0.0000,0.000,0.000
3.664,0.0000,0.0000,0.0000,0.000,0.000
3.672,0.0000,0.0000,0.0000,0.000,0.000
3.679,0.0000,0.0000,0.0000,0.000,0.000
3.687,0.0000,0.0000,0.0000,0.000,0.000
3.695,0.0000,0.0000,0.0000,0.000,0.000
3.702,0.0000,0.0000,0.0000,0.000,0.000
3.710,0.0000,0.0000,0.0000,0.000,0.000
3.718,0.0000,0.0000,0.0000,0.000,0.000
3.726,0.0000,0.0000,0.0000,0.000,0.000
3.733,0.0000,0.0000,0.0000,0.000,0.000
3.741,0.0000,0.0000,0.0000,0.000,0.000
3.748,0.0000,0.0000,0.0000,0.000,0.000
3.756,0.0000,0.0000,0.0000,0.000,0.000
3.763,0.0000,0.0000,0.0000,0.000,0.000
3.771,0.0000,0.0000,0.0000,0.000,0.000
3.779,0.0000,0.0000,0.0000,0.000,0.000
3.786,0.0000,0.0000,0.0000,0.000,0.000
3.793,0.0000,0.0000,0.0000,0.000,0.000
3.801,0.0000,0.0000,0.0000,0.000,0.000
3.808,0.0000,0.0000,0.0000,0.000,0.000
3.813,0.0000,0.0000,0.0000,0.000,0.000
3.817,0.0000,0.0000,0.0000,0.000,0.000
3.845,0.0000,0.0000,0.0000,0.000,0.000
3.878,0.0000,0.0000,0.0000,0.000,0.000
3.912,0.0000,0.0000,0.0000,0.000,0.000
3.945,0.0000,0.0000,0.0000,0.000,0.000
3.981,-0.0000,-0.0000,0.0001,-0.001,0.003
4.018,-0.0001,-0.0000,0.0003,-0.003,0.006
4.045,-0.0005,-0.0000,0.0004,-0.012,0.004
4.077,-0.0009,-0.0000,0.0005,-0.013,0.001
4.114,-0.0016,-0.0000,0.0005,-0.019,0.000
4.145,-0.0023,-0.0000,0.0005,-0.023,0.000
4.178,-0.0031,-0.0000,0.0005,-0.025,0.001
4.210,-0.0041,-0.0000,0.0005,-0.030,0.000
4.247,-0.0053,-0.0000,0.0005,-0.033,0.000
4.281,-0.0064,-0.0000,0.0005,-0.034,0.000
4.311,-0.0076,-0.0000,0.0005,-0.038,0.000
4.346,-0.0090,-0.0000,0.0005,-0.042,0.000
4.379,-0.0105,-0.0000,0.0005,-0.044,0.000
4.411,-0.0121,-0.0000,0.0005,-0.050,0.000
4.447,-0.0140,-0.0000,0.0005,-0.054,0.000
4.481,-0.0160,-0.0000,0.0005,-0.056,0.000
4.511,-0.0178,-0.0000,0.0005,-0.060,0.000
4.548,-0.0201,-0.0000,0.0005,-0.063,0.000
4.581,-0.0222,-0.0000,0.0005,-0.065,0.000
4.595,-0.0232,-0.0000,0.0005,-0.070,0.000
4.647,-0.0270,-0.0000,0.0005,-0.073,0.000
4.667,-0.0285,-0.0000,0.0005,-0.075,0.000
4.696,-0.0308,-0.0000,0.0005,-0.077,0.000
4.732,-0.0337,-0.0000,0.0005,-0.082,0.000
4.762,-0.0363,-0.0000,0.0005,-0.086,0.000
4.807,-0.0402,-0.0000,0.0005,-0.088,-0.001
4.829,-0.0423,-0.0000,0.0005,-0.091,0.000
4.863,-0.0455,-0.0000,0.0005,-0.095,0.000
4.896,-0.0487,-0.0000,0.0005,-0.097,0.002
4.923,-0.0514,-0.0000,0.0005,-0.101,0.000
4.957,-0.0550,-0.0000,0.0005,-0.104,0.000
4.987,-0.0582,-0.0000,0.0005,-0.107,0.000
5.030,-0.0629,-0.0000,0.0005,-0.111,0.000
5.056,-0.0660,-0.0000,0.0005,-0.115,0.000
5.098,-0.0708,-0.0000,0.0005,-0.118,-0.001
5.121,-0.0737,-0.0000,0.0005,-0.123,0.000
5.164,-0.0791,-0.0000,0.0004,-0.125,-0.001
5.193,-0.0828,-0.0000,0.0004,-0.128,0.000
5.216,-0.0859,-0.0000,0.0004,-0.132,-0.001
5.262,-0.0920,-0.0000,0.0004,-0.135,0.000
5.281,-0.0946,-0.0000,0.0004,-0.138,-0.001
5.326,-0.1011,-0.0000,0.0004,-0.145,0.000
5.429,-0.1162,-0.0001,0.0004,-0.145,0.000
5.437,-0.1173,-0.0001,0.0004,-0.145,0.000
5.446,-0.1185,-0.0001,0.0004,-0.145,0.000
5.453,-0.1196,-0.0001,0.0004,-0.146,0.000
5.461,-0.1208,-0.0001,0.0004,-0.146,0.000
5.469,-0.1220,-0.0001,0.0004,-0.146,0.000
5.479,-0.1234,-0.0001,0.0004,-0.146,0.000
5.486,-0.1245,-0.0001,0.0004,-0.146,0.000
5.494,-0.1257,-0.0001,0.0004,-0.152,0.000
5.502,-0.1268,-0.0001,0.0004,-0.152,0.000
5.510,-0.1280,-0.0001,0.0004,-0.158,0.002
5.518,-0.1293,-0.0001,0.0004,-0.158,0.002
5.525,-0.1305,-0.0001,0.0004,-0.158,0.002
5.531,-0.1315,-0.0001,0.0005,-0.161,0.001
5.538,-0.1326,-0.0001,0.0005,-0.161,0.001
5.545,-0.1337,-0.0001,0.0005,-0.161,0.001
5.552,-0.1349,-0.0001,0.0005,-0.164,0.001
5.560,-0.1361,-0.0001,0.0005,-0.164,0.001
5.567,-0.1373,-0.0001,0.0005,-0.164,0.001
5.574,-0.1384,-0.0001,0.0005,-0.166,0.001
5.581,-0.1397,-0.0001,0.0005,-0.166,0.001
5.589,-0.1410,-0.0001,0.0005,-0.168,0.000
5.597,-0.1423,-0.0001,0.0005,-0.168,0.000
5.604,-0.1436,-0.0001,0.0005,-0.168,0.000
5.612,-0.1449,-0.0001,0.0005,-0.171,-0.001
5.619,-0.1461,-0.0001,0.0005,-0.171,-0.001
5.628,-0.1476,-0.0001,0.0005,-0.173,0.000
5.637,-0.1491,-0.0001,0.0005,-0.173,0.000
5.644,-0.1504,-0.0001,0.0005,-0.173,0.000
5.651,-0.1517,-0.0001,0.0005,-0.174,-0.001
5.659,-0.1530,-0.0001,0.0005,-0.174,-0.001
5.666,-0.1543,-0.0001,0.0005,-0.174,-0.001
5.675,-0.1557,-0.0001,0.0005,-0.174,-0.001
5.682,-0.1571,-0.0001,0.0004,-0.174,-0.001
5.690,-0.1584,-0.0001,0.0004,-0.172,-0.001
5.698,-0.1597,-0.0001,0.0004,-0.172,-0.001
5.706,-0.1611,-0.0001,0.0004,-0.172,-0.001
5.713,-0.1623,-0.0001,0.0004,-0.171,0.000
5.720,-0.1636,-0.0001,0.0004,-0.171,0.000
5.728,-0.1648,-0.0001,0.0004,-0.168,0.000
5.737,-0.1664,-0.0001,0.0004,-0.168,0.000
5.745,-0.1677,-0.0001,0.0004,-0.168,0.000
5.752,-0.1689,-0.0001,0.0004,-0.166,0.000
5.760,-0.1703,-0.0001,0.0004,-0.166,0.000
5.768,-0.1714,-0.0001,0.0004,-0.164,0.000
5.775,-0.1727,-0.0001,0.0004,-0.164,0.000
5.787,-0.1746,-0.0001,0.0004,-0.161,0.000
5.795,-0.1759,-0.0001,0.0004,-0.161,0.000
5.802,-0.1771,-0.0001,0.0004,-0.161,0.000
5.810,-0.1782,-0.0001,0.0004,-0.158,0.000
5.817,-0.1794,-0.0001,0.0004,-0.158,0.000
5.824,-0.1805,-0.0001,0.0004,-0.158,0.000
5.832,-0.1817,-0.0001,0.0004,-0.157,0.000
5.839,-0.1829,-0.0001,0.0004,-0.157,0.000
5.847,-0.1841,-0.0001,0.0004,-0.157,0.000
5.854,-0.1853,-0.0001,0.0004,-0.154,0.000
5.862,-0.1864,-0.0001,0.0004,-0.154,0.000
5.870,-0.1876,-0.0001,0.0004,-0.151,0.000
5.878,-0.1888,-0.0001,0.0004,-0.151,0.000
5.885,-0.1899,-0.0001,0.0004,-0.151,0.000
5.892,-0.1909,-0.0001,0.0004,-0.149,0.000
5.899,-0.1920,-0.0001,0.0004,-0.149,0.000
5.907,-0.1932,-0.0001,0.0004,-0.149,0.000
5.914,-0.1942,-0.0001,0.0004,-0.146,0.000
5.922,-0.1953,-0.0001,0.0004,-0.146,0.000
5.929,-0.1963,-0.0001,0.0004,-0.144,0.000
5.937,-0.1975,-0.0001,0.0004,-0.144,0.000
5.945,-0.1987,-0.0001,0.0004,-0.144,0.000
5.952,-0.1997,-0.0001,0.0004,-0.141,0.002
5.960,-0.2008,-0.0001,0.0005,-0.141,0.002
5.967,-0.2018,-0.0001,0.0005,-0.138,0.003
5.976,-0.2029,-0.0001,0.0005,-0.138,0.003
5.983,-0.2040,-0.0001,0.0005,-0.138,0.003
5.991,-0.2050,-0.0001,0.0005,-0.137,0.003
5.998,-0.2061,-0.0001,0.0006,-0.137,0.003
6.006,-0.2072,-0.0001,0.0006,-0.137,0.003
6.014,-0.2082,-0.0001,0.0006,-0.136,0.002
6.021,-0.2092,-0.0001,0.0006,-0.136,0.002
6.029,-0.2102,-0.0001,0.0006,-0.135,0.001
6.037,-0.2113,-0.0001,0.0006,-0.135,0.001
6.045,-0.2123,-0.0001,0.0006,-0.135,0.001
6.052,-0.2134,-0.0001,0.0006,-0.134,0.000
6.060,-0.2144,-0.0001,0.0006,-0.134,0.000
6.067,-0.2154,-0.0001,0.0006,-0.132,0.000
6.075,-0.2164,-0.0001,0.0006,-0.132,0.000
6.082,-0.2173,-0.0001,0.0006,-0.132,0.000
6.089,-0.2183,-0.0001,0.0006,-0.130,0.000
6.097,-0.2193,-0.0001,0.0006,-0.130,0.000
6.104,-0.2202,-0.0001,0.0006,-0.130,0.000
6.111,-0.2211,-0.0001,0.0006,-0.129,0.000
6.119,-0.2220,-0.0001,0.0006,-0.129,0.000
6.126,-0.2230,-0.0001,0.0006,-0.129,0.000
6.133,-0.2239,-0.0001,0.0006,-0.127,-0.001
6.140,-0.2248,-0.0001,0.0006,-0.127,-0.001
6.147,-0.2257,-0.0001,0.0006,-0.127,-0.001
6.154,-0.2265,-0.0001,0.0006,-0.125,-0.001
6.161,-0.2275,-0.0001,0.0006,-0.125,-0.001
